application_id,producer_id,application_date,requested_amount,term_months,interest_rate,collateral_value,purpose,state,rainfall,temperature,drought_index,crop_price,selic,inflation,usd_brl,commodity_index,true_default_probability
APP0000435,PRD000175,2024-12-07,78422.62,36,12.89,81814.87,investimento,RS,130.1,27.5,0.019,100.38,13.83,5.67,5.708,89.04,0.2804
APP0000436,PRD000175,2023-09-25,94488.59,6,7.29,79761.97,comercializacao,RS,110.6,22.9,0.274,83.84,11.49,4.14,4.898,102.79,0.2499
APP0000437,PRD000176,2024-04-21,14031.31,36,13.48,12634.63,comercializacao,SP,54.4,28.9,0.663,58.02,11.32,4.4,4.805,100.32,0.3954
APP0000438,PRD000176,2026-11-03,28712.38,6,7.6,36196.08,custeio,SP,152.2,27.3,0.024,60.02,16.32,7.8,6.864,85.41,0.3731
APP0000439,PRD000176,2025-01-09,20877.19,12,12.4,27469.29,custeio,SP,96.4,30.5,0.592,60.74,14.32,6.06,5.846,87.46,0.4381
APP0000440,PRD000176,2022-11-02,102638.88,6,12.61,123264.83,comercializacao,SP,86.4,23.0,0.03,72.52,11.17,4.25,4.99,99.15,0.2281
APP0000441,PRD000177,2024-08-15,45852.43,18,8.34,78713.15,industrializacao,SP,95.7,22.2,0.267,70.62,11.97,4.69,5.047,96.01,0.146
APP0000442,PRD000177,2022-02-05,39963.24,18,7.73,29550.2,custeio,SP,208.2,29.2,0.152,64.82,10.54,4.52,5.093,99.9,0.1807
APP0000443,PRD000178,2026-05-30,47496.11,36,6.71,66431.4,custeio,PR,114.0,22.4,0.299,173.22,16.46,8.05,6.992,80.92,0.4759
APP0000444,PRD000178,2022-03-06,7999.09,12,7.14,8893.11,custeio,PR,64.5,33.5,0.115,162.97,10.67,4.59,5.055,98.83,0.2826
APP0000445,PRD000179,2024-07-27,43798.73,6,7.94,60697.89,comercializacao,PR,93.3,24.5,0.265,166.63,11.7,4.51,4.809,97.34,0.2428
APP0000446,PRD000179,2022-01-24,36120.25,18,9.08,56993.28,comercializacao,PR,106.0,28.9,0.017,179.08,10.46,4.45,5.045,98.92,0.1876
APP0000447,PRD000180,2024-02-21,26247.15,12,17.75,28944.16,comercializacao,MG,55.4,21.5,0.483,63.38,11.51,4.24,4.804,101.19,0.4344
APP0000448,PRD000180,2022-02-21,20534.39,12,17.59,19937.93,comercializacao,MG,174.0,26.8,0.061,77.67,10.54,4.52,5.093,99.9,0.3079
APP0000449,PRD000180,2023-04-27,38445.81,18,15.2,57643.49,industrializacao,MG,98.7,27.8,0.268,84.79,11.38,4.0,4.932,99.91,0.3166
APP0000450,PRD000181,2024-07-16,181331.46,24,17.25,311574.37,investimento,MG,183.7,22.3,0.235,78.78,11.7,4.51,4.809,97.34,0.2826
APP0000451,PRD000181,2026-10-19,86378.57,18,15.59,82244.68,custeio,MG,84.9,28.9,0.215,78.57,16.29,7.86,6.879,84.46,0.5482
APP0000452,PRD000181,2022-05-04,48974.9,6,11.25,84196.63,comercializacao,MG,133.5,23.5,0.076,71.56,10.73,4.53,5.077,99.68,0.2715
APP0000453,PRD000181,2024-10-22,25537.9,12,10.04,24738.21,industrializacao,MG,86.7,25.5,0.254,74.21,12.65,5.14,5.398,92.17,0.3933
APP0000454,PRD000182,2022-08-15,17640.78,24,16.2,23383.23,investimento,GO,209.2,20.2,0.193,86.21,10.97,4.34,5.033,99.26,0.1665
APP0000455,PRD000182,2024-01-01,7651.7,6,17.65,10650.48,comercializacao,GO,60.8,33.1,0.564,64.91,11.38,4.15,4.823,100.55,0.2432
APP0000456,PRD000183,2026-04-19,7573.18,36,12.17,6321.16,investimento,MT,87.5,20.5,0.199,117.11,16.55,7.95,7.038,80.49,0.3385
APP0000457,PRD000184,2023-05-26,22648.65,36,15.57,27190.41,investimento,PR,142.9,18.6,0.144,154.9,11.32,3.99,4.959,101.0,0.1774
APP0000458,PRD000184,2026-01-22,10549.04,36,15.72,13125.2,industrializacao,PR,213.7,21.2,0.19,160.98,16.52,7.83,6.952,81.49,0.2926
APP0000459,PRD000184,2023-06-16,17066.13,18,7.45,25111.94,custeio,PR,73.4,29.1,0.02,165.8,11.43,4.08,4.974,101.38,0.1414
APP0000460,PRD000184,2022-08-31,49076.15,36,15.06,60534.01,investimento,PR,112.9,20.8,0.117,158.83,10.97,4.34,5.033,99.26,0.1443
APP0000461,PRD000185,2022-04-19,13633.39,36,13.66,23107.27,custeio,GO,130.1,23.2,0.164,90.29,10.71,4.56,5.06,99.87,0.1225
APP0000462,PRD000185,2022-01-28,34923.33,6,15.13,41756.37,industrializacao,GO,217.9,27.4,0.018,79.71,10.46,4.45,5.045,98.92,0.1338
APP0000463,PRD000185,2022-04-04,55847.33,24,16.67,43935.41,comercializacao,GO,130.1,23.2,0.164,90.29,10.71,4.56,5.06,99.87,0.1672
APP0000464,PRD000185,2025-11-01,16431.75,18,16.22,22402.38,comercializacao,GO,128.2,18.4,0.163,80.38,16.6,7.75,6.959,81.73,0.2458
APP0000465,PRD000186,2022-01-20,43974.01,24,10.42,44204.28,custeio,BA,200.2,19.2,0.125,102.64,10.46,4.45,5.045,98.92,0.4098
APP0000466,PRD000186,2022-12-07,46450.87,24,12.51,28063.56,industrializacao,BA,148.2,20.3,0.221,110.0,11.08,4.15,5.026,98.95,0.5111
APP0000467,PRD000186,2026-01-04,23804.47,24,7.72,15067.95,custeio,BA,210.0,31.2,0.122,119.2,16.52,7.83,6.952,81.49,0.6912
APP0000468,PRD000187,2022-09-23,193352.86,36,13.79,205154.49,custeio,RS,62.1,29.4,0.146,92.89,11.12,4.39,5.008,98.34,0.5128
APP0000469,PRD000187,2023-11-25,118075.09,6,16.85,71833.22,custeio,RS,130.0,23.8,0.048,85.27,11.34,4.18,4.877,101.75,0.5507
APP0000470,PRD000188,2026-05-26,7865.39,36,6.86,6321.1,comercializacao,TO,88.5,24.8,0.255,124.13,16.46,8.05,6.992,80.92,0.3638
APP0000471,PRD000188,2022-10-04,18945.48,12,8.37,30106.05,custeio,TO,158.6,32.2,0.212,125.45,11.13,4.34,5.037,97.77,0.1579
APP0000472,PRD000188,2026-06-05,81311.46,24,9.49,113808.25,industrializacao,TO,161.8,26.3,0.187,120.6,16.47,8.03,6.961,81.3,0.3031
APP0000473,PRD000189,2024-06-13,43757.08,36,16.27,74267.53,investimento,TO,88.0,21.9,0.415,104.12,11.35,4.33,4.729,101.06,0.5722
APP0000474,PRD000190,2026-09-14,30251.39,12,10.97,18310.99,investimento,PI,107.1,20.3,0.291,168.62,16.34,7.89,6.904,83.16,0.5403
APP0000475,PRD000191,2024-01-16,89413.41,18,16.77,70444.26,custeio,PI,124.7,21.1,0.604,152.35,11.38,4.15,4.823,100.55,0.6784
APP0000476,PRD000191,2025-06-23,38847.01,12,9.82,63178.27,investimento,PI,110.2,19.2,0.633,129.81,16.84,7.51,6.986,80.33,0.7712
APP0000477,PRD000192,2026-02-21,21176.97,6,15.86,20746.47,investimento,PI,89.1,18.3,0.299,188.83,16.55,7.87,6.969,81.38,0.6881
APP0000478,PRD000193,2024-02-12,34500.77,36,17.88,49610.14,investimento,BA,51.4,33.1,0.573,81.44,11.51,4.24,4.804,101.19,0.5572
APP0000479,PRD000194,2023-04-22,27255.51,6,10.25,43178.79,comercializacao,TO,120.6,26.3,0.083,136.21,11.38,4.0,4.932,99.91,0.2251
APP0000480,PRD000194,2024-10-18,22672.99,12,12.14,35921.17,industrializacao,TO,154.2,25.2,0.063,127.71,12.65,5.14,5.398,92.17,0.2918
APP0000481,PRD000194,2026-10-19,91745.93,12,12.85,90382.76,custeio,TO,136.9,30.9,0.132,142.31,16.29,7.86,6.879,84.46,0.4706
APP0000482,PRD000195,2025-01-23,83644.96,6,8.04,109635.99,industrializacao,GO,88.5,32.4,0.511,64.5,14.32,6.06,5.846,87.46,0.5542
APP0000483,PRD000195,2024-11-03,15303.85,12,10.83,26424.64,industrializacao,GO,115.8,21.6,0.126,79.89,13.13,5.44,5.596,90.86,0.3263
APP0000484,PRD000196,2022-02-08,25848.66,18,15.37,28625.37,investimento,MS,166.4,27.8,0.017,172.87,10.54,4.52,5.093,99.9,0.4568
APP0000485,PRD000196,2022-03-17,25624.0,6,11.8,17254.57,custeio,MS,89.7,29.5,0.027,183.84,10.67,4.59,5.055,98.83,0.5204
APP0000486,PRD000196,2023-06-24,71189.84,12,12.03,104449.17,industrializacao,MS,121.0,31.9,0.045,181.33,11.43,4.08,4.974,101.38,0.4655
APP0000487,PRD000196,2023-04-13,43675.16,24,9.91,30025.59,comercializacao,MS,111.9,30.7,0.284,182.73,11.38,4.0,4.932,99.91,0.5618
APP0000488,PRD000197,2024-02-25,8842.95,18,9.48,13282.9,industrializacao,MT,114.1,23.9,0.55,90.07,11.51,4.24,4.804,101.19,0.3056
APP0000489,PRD000197,2022-10-30,70502.47,36,16.09,126653.32,industrializacao,MT,169.9,28.1,0.191,121.4,11.13,4.34,5.037,97.77,0.1817
APP0000490,PRD000198,2022-10-06,29365.87,24,17.37,47913.36,comercializacao,MS,202.5,28.9,0.084,173.71,11.13,4.34,5.037,97.77,0.25
APP0000491,PRD000198,2023-03-03,28751.71,12,10.62,21576.91,industrializacao,MS,179.2,21.6,0.051,193.45,11.34,4.05,4.953,99.59,0.2965
APP0000492,PRD000198,2026-01-18,36692.54,6,11.17,51596.55,comercializacao,MS,141.5,31.3,0.119,173.38,16.52,7.83,6.952,81.49,0.4579
APP0000493,PRD000199,2025-04-26,48970.49,18,15.47,75067.11,comercializacao,MG,70.1,18.4,0.596,67.17,15.89,6.77,6.48,81.98,0.4976
APP0000494,PRD000199,2026-09-05,42910.49,12,13.14,63964.28,comercializacao,MG,152.3,26.8,0.27,82.04,16.34,7.89,6.904,83.16,0.4026
APP0000495,PRD000199,2025-05-05,84995.98,18,15.43,83051.67,comercializacao,MG,100.4,30.1,0.522,73.37,16.25,7.09,6.729,81.39,0.5453
APP0000496,PRD000199,2024-04-22,28016.37,36,13.35,32388.27,comercializacao,MG,65.5,20.4,0.424,59.87,11.32,4.4,4.805,100.32,0.3233
APP0000497,PRD000200,2022-11-22,33035.47,6,9.27,50792.29,investimento,PR,125.5,18.2,0.247,163.83,11.17,4.25,4.99,99.15,0.1581
APP0000498,PRD000200,2024-09-03,18659.03,12,11.74,15813.35,investimento,PR,174.0,27.1,0.284,175.66,12.34,4.97,5.245,93.58,0.2347
APP0000499,PRD000200,2022-10-29,35333.18,6,16.11,56397.36,industrializacao,PR,173.6,32.4,0.093,182.74,11.13,4.34,5.037,97.77,0.1457
APP0000500,PRD000201,2025-05-27,13037.93,24,8.39,20017.46,comercializacao,PI,44.8,32.2,0.561,136.06,16.25,7.09,6.729,81.39,0.4167
APP0000501,PRD000201,2026-09-11,43059.78,12,6.87,34915.7,industrializacao,PI,107.1,20.3,0.291,168.62,16.34,7.89,6.904,83.16,0.4067
APP0000502,PRD000201,2025-04-12,65908.95,6,16.83,98616.45,custeio,PI,93.0,19.5,0.713,149.27,15.89,6.77,6.48,81.98,0.4247
APP0000503,PRD000201,2022-07-15,17695.08,24,16.03,11902.77,custeio,PI,148.4,18.6,0.141,168.71,10.92,4.41,5.063,99.17,0.2375
APP0000504,PRD000202,2024-08-09,25930.76,18,14.38,44850.74,investimento,TO,76.4,33.8,0.165,137.67,11.97,4.69,5.047,96.01,0.5205
APP0000505,PRD000202,2026-09-07,33667.68,18,10.83,29245.5,industrializacao,TO,73.4,20.6,0.223,135.53,16.34,7.89,6.904,83.16,0.7663
APP0000506,PRD000202,2026-05-22,15187.08,24,15.2,15036.97,comercializacao,TO,88.5,24.8,0.255,124.13,16.46,8.05,6.992,80.92,0.7342
APP0000507,PRD000202,2026-08-02,97686.62,36,9.02,129498.61,investimento,TO,182.5,30.5,0.233,136.95,16.48,7.96,6.926,83.04,0.6992
APP0000508,PRD000203,2022-11-24,28664.57,6,9.93,43767.5,custeio,MS,204.4,19.0,0.227,183.73,11.17,4.25,4.99,99.15,0.4404
APP0000509,PRD000204,2026-08-28,30806.56,24,13.93,48947.78,investimento,MG,189.9,23.5,0.218,76.25,16.48,7.96,6.926,83.04,0.5448
APP0000510,PRD000204,2023-12-30,10039.17,36,10.8,11476.5,industrializacao,MG,70.4,29.4,0.007,79.37,11.37,4.23,4.853,101.44,0.3589
APP0000511,PRD000205,2026-03-13,35938.68,24,16.23,22499.07,custeio,MG,177.0,28.2,0.043,82.36,16.55,7.88,7.004,81.6,0.6264
APP0000512,PRD000205,2022-07-31,63987.53,12,13.34,51131.46,comercializacao,MG,209.6,26.8,0.246,78.43,10.92,4.41,5.063,99.17,0.4348
APP0000513,PRD000205,2026-05-10,68672.27,12,13.63,64235.45,custeio,MG,91.0,30.8,0.265,77.11,16.46,8.05,6.992,80.92,0.6199
APP0000514,PRD000205,2022-11-18,28071.98,12,8.49,49094.68,custeio,MG,66.4,28.6,0.018,72.17,11.17,4.25,4.99,99.15,0.2788
APP0000515,PRD000206,2025-08-28,68795.82,6,7.81,114316.88,comercializacao,MG,201.9,32.0,0.023,75.03,16.68,7.68,6.994,80.38,0.2178
APP0000516,PRD000206,2023-08-04,15770.63,6,9.1,17123.5,comercializacao,MG,200.0,23.5,0.006,78.37,11.42,4.09,4.906,103.9,0.1475
APP0000517,PRD000206,2025-11-24,102100.07,12,8.72,81132.95,industrializacao,MG,141.5,28.1,0.111,77.44,16.6,7.75,6.959,81.73,0.3218
APP0000518,PRD000207,2025-04-27,32818.35,36,6.81,41915.49,investimento,MS,118.1,28.3,0.542,167.89,15.89,6.77,6.48,81.98,0.7569
APP0000519,PRD000207,2026-06-04,23540.0,12,16.62,15749.17,industrializacao,MS,107.8,29.0,0.064,189.81,16.47,8.03,6.961,81.3,0.7163
APP0000520,PRD000208,2026-11-27,54071.54,6,7.86,48192.46,investimento,BA,96.5,32.8,0.097,107.56,16.32,7.8,6.864,85.41,0.3816
APP0000521,PRD000208,2022-06-04,34979.11,18,9.7,23739.62,investimento,BA,168.5,18.5,0.149,120.97,10.82,4.51,5.065,99.4,0.2314
APP0000522,PRD000208,2023-07-04,56725.8,24,10.43,101152.34,investimento,BA,60.6,33.0,0.199,105.87,11.39,4.11,4.951,102.57,0.1762
APP0000523,PRD000209,2025-12-10,17725.1,12,14.81,13359.95,comercializacao,PR,88.4,28.0,0.203,181.95,16.61,7.74,6.957,81.85,0.7099
APP0000524,PRD000210,2023-05-31,7614.17,12,14.56,12703.69,industrializacao,BA,85.5,30.8,0.042,120.65,11.32,3.99,4.959,101.0,0.3303
APP0000525,PRD000210,2026-07-15,40778.37,36,16.88,39901.07,custeio,BA,193.8,27.7,0.276,121.54,16.33,7.98,6.914,82.48,0.6232
APP0000526,PRD000210,2022-08-05,78095.38,18,7.58,66526.37,custeio,BA,136.7,30.8,0.007,108.3,10.97,4.34,5.033,99.26,0.3616
APP0000527,PRD000210,2025-04-06,47762.41,6,12.45,53968.65,industrializacao,BA,42.5,25.0,0.644,85.11,15.89,6.77,6.48,81.98,0.7017
APP0000528,PRD000211,2023-06-19,6152.0,18,14.46,5546.58,custeio,TO,103.8,18.8,0.001,130.95,11.43,4.08,4.974,101.38,0.5108
APP0000529,PRD000211,2025-12-21,117765.29,18,14.55,146928.77,investimento,TO,145.7,32.8,0.262,121.76,16.61,7.74,6.957,81.85,0.6807
APP0000530,PRD000212,2024-10-05,10503.18,24,16.04,8800.92,investimento,RS,145.7,19.7,0.248,86.35,12.65,5.14,5.398,92.17,0.353
APP0000531,PRD000212,2025-02-17,32656.89,36,17.34,26096.61,comercializacao,RS,65.2,32.3,0.335,75.36,14.99,6.26,6.101,85.95,0.4918
APP0000532,PRD000212,2024-11-30,22923.61,18,14.96,28344.72,investimento,RS,216.2,31.1,0.067,87.1,13.13,5.44,5.596,90.86,0.2775
APP0000533,PRD000212,2026-05-06,23449.01,24,8.05,36257.88,comercializacao,RS,86.8,19.6,0.058,85.02,16.46,8.05,6.992,80.92,0.3776
APP0000534,PRD000213,2024-01-13,25811.84,18,14.98,17969.78,investimento,GO,60.8,33.1,0.564,64.91,11.38,4.15,4.823,100.55,0.2886
APP0000535,PRD000213,2025-02-11,20472.14,18,6.6,14894.45,industrializacao,GO,90.3,31.3,0.5,68.7,14.99,6.26,6.101,85.95,0.4098
APP0000536,PRD000214,2024-07-04,16911.11,36,15.25,28021.27,custeio,SP,126.8,25.4,0.265,66.92,11.7,4.51,4.809,97.34,0.4069
APP0000537,PRD000214,2026-10-10,22461.47,18,13.05,18193.87,custeio,SP,76.0,19.8,0.292,69.51,16.29,7.86,6.879,84.46,0.6992
APP0000538,PRD000214,2024-05-05,15370.04,24,6.96,16782.41,comercializacao,SP,135.4,21.1,0.649,54.77,11.35,4.3,4.766,101.07,0.6203
APP0000539,PRD000215,2024-05-31,134082.12,6,14.75,179325.17,custeio,GO,127.1,20.8,0.311,73.7,11.35,4.3,4.766,101.07,0.3207
APP0000540,PRD000215,2024-01-30,79425.59,12,8.05,76046.38,custeio,GO,60.8,33.1,0.564,64.91,11.38,4.15,4.823,100.55,0.3634
APP0000541,PRD000215,2025-04-27,57578.74,6,17.22,44466.87,custeio,GO,112.9,25.4,0.657,70.15,15.89,6.77,6.48,81.98,0.5573
APP0000542,PRD000216,2022-08-16,29985.58,36,14.7,30728.81,comercializacao,TO,138.8,21.8,0.129,134.9,10.97,4.34,5.033,99.26,0.3273
APP0000543,PRD000216,2023-02-14,25723.26,24,14.08,41899.79,investimento,TO,60.5,21.4,0.033,137.09,11.2,3.98,4.998,100.89,0.258
APP0000544,PRD000216,2026-11-12,8258.6,36,9.48,12016.77,comercializacao,TO,160.9,33.5,0.008,122.67,16.32,7.8,6.864,85.41,0.4532
APP0000545,PRD000216,2022-10-09,29429.43,18,7.84,44104.09,industrializacao,TO,158.6,32.2,0.212,125.45,11.13,4.34,5.037,97.77,0.2929
APP0000546,PRD000217,2025-09-10,113171.08,24,17.44,189352.73,industrializacao,MG,66.5,33.7,0.254,71.49,16.79,7.7,7.0,79.08,0.4893
APP0000547,PRD000217,2026-10-25,127847.33,36,9.86,172390.72,comercializacao,MG,84.9,28.9,0.215,78.57,16.29,7.86,6.879,84.46,0.5093
APP0000548,PRD000217,2024-08-27,25382.41,36,12.83,15831.7,industrializacao,MG,119.0,20.9,0.16,73.35,11.97,4.69,5.047,96.01,0.3746
APP0000549,PRD000217,2023-01-22,8222.92,6,16.65,7766.03,comercializacao,MG,116.6,21.8,0.007,79.57,11.2,4.06,4.981,99.95,0.2924
APP0000550,PRD000218,2026-04-24,36074.45,18,11.43,36157.04,industrializacao,TO,148.4,23.4,0.161,125.57,16.55,7.95,7.038,80.49,0.428
APP0000551,PRD000219,2022-12-05,27611.93,36,10.75,24035.45,investimento,GO,142.2,31.6,0.172,86.92,11.08,4.15,5.026,98.95,0.3473
APP0000552,PRD000220,2025-02-19,41333.62,24,8.49,50379.95,comercializacao,PR,119.0,28.3,0.522,153.27,14.99,6.26,6.101,85.95,0.3885
APP0000553,PRD000220,2022-05-10,36380.22,18,12.04,63022.47,industrializacao,PR,67.2,21.4,0.137,157.4,10.73,4.53,5.077,99.68,0.1542
APP0000554,PRD000220,2026-01-27,23205.87,36,13.44,37182.18,investimento,PR,213.7,21.2,0.19,160.98,16.52,7.83,6.952,81.49,0.2835
APP0000555,PRD000220,2023-06-21,46555.57,24,16.23,63413.77,comercializacao,PR,73.4,29.1,0.02,165.8,11.43,4.08,4.974,101.38,0.1596
APP0000556,PRD000221,2024-07-22,39190.4,18,9.67,45007.97,industrializacao,RS,118.2,30.8,0.129,88.85,11.7,4.51,4.809,97.34,0.1644
APP0000557,PRD000221,2022-06-18,40362.09,18,16.6,36636.21,industrializacao,RS,213.6,31.8,0.072,97.71,10.82,4.51,5.065,99.4,0.1751
APP0000558,PRD000222,2025-10-23,6340.08,6,10.73,6063.16,comercializacao,BA,136.5,21.4,0.052,114.68,16.74,7.72,7.0,80.46,0.3377
APP0000559,PRD000222,2026-07-31,38619.66,6,17.29,30084.07,investimento,BA,193.8,27.7,0.276,121.54,16.33,7.98,6.914,82.48,0.4015
APP0000560,PRD000223,2022-01-23,62916.16,6,14.52,86810.11,industrializacao,GO,217.9,27.4,0.018,79.71,10.46,4.45,5.045,98.92,0.1661
APP0000561,PRD000224,2023-08-18,101389.73,24,6.88,170264.82,investimento,PI,167.0,25.5,0.092,181.96,11.42,4.09,4.906,103.9,0.1782
APP0000562,PRD000225,2023-07-01,146668.9,12,8.93,157761.42,investimento,RS,198.2,28.4,0.222,95.95,11.39,4.11,4.951,102.57,0.4808
APP0000563,PRD000225,2022-02-15,82745.01,6,12.8,63115.18,industrializacao,RS,97.1,25.0,0.247,92.07,10.54,4.52,5.093,99.9,0.5174
APP0000564,PRD000225,2024-04-20,100170.05,36,13.89,153392.58,industrializacao,RS,41.7,21.6,0.671,66.52,11.32,4.4,4.805,100.32,0.5793
APP0000565,PRD000225,2024-11-06,51772.18,12,12.28,51533.43,custeio,RS,216.2,31.1,0.067,87.1,13.13,5.44,5.596,90.86,0.5235
APP0000566,PRD000226,2024-08-22,81425.44,12,10.0,128314.1,industrializacao,BA,75.2,28.9,0.178,117.45,11.97,4.69,5.047,96.01,0.5188
APP0000567,PRD000226,2024-03-29,112633.4,6,16.2,153650.06,investimento,BA,103.4,32.7,0.591,92.79,11.47,4.33,4.765,101.33,0.6148
APP0000568,PRD000226,2022-05-01,25480.53,6,12.77,27564.0,custeio,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.5223
APP0000569,PRD000226,2024-04-13,30200.8,6,15.27,32697.29,custeio,BA,65.6,25.6,0.657,105.16,11.32,4.4,4.805,100.32,0.6477
APP0000570,PRD000227,2026-04-20,35254.98,24,14.58,62011.06,investimento,MT,87.5,20.5,0.199,117.11,16.55,7.95,7.038,80.49,0.2531
APP0000571,PRD000227,2024-08-07,125833.53,18,13.52,101414.12,investimento,MT,142.7,25.6,0.27,132.8,11.97,4.69,5.047,96.01,0.201
APP0000572,PRD000228,2023-02-27,75510.68,12,17.68,53198.61,comercializacao,SP,134.0,31.6,0.047,69.62,11.2,3.98,4.998,100.89,0.2247
APP0000573,PRD000229,2025-11-08,14483.54,36,13.52,15964.57,industrializacao,MG,141.5,28.1,0.111,77.44,16.6,7.75,6.959,81.73,0.5735
APP0000574,PRD000229,2025-06-17,22561.77,12,6.52,20534.74,investimento,MG,65.3,24.4,0.706,59.99,16.84,7.51,6.986,80.33,0.743
APP0000575,PRD000229,2024-11-15,57579.19,12,15.83,82732.64,custeio,MG,185.3,25.4,0.136,81.54,13.13,5.44,5.596,90.86,0.3943
APP0000576,PRD000230,2026-01-24,39769.72,36,16.39,24128.15,comercializacao,MG,181.4,24.9,0.154,80.86,16.52,7.83,6.952,81.49,0.5705
APP0000577,PRD000230,2025-09-20,23602.46,36,13.17,35562.45,custeio,MG,66.5,33.7,0.254,71.49,16.79,7.7,7.0,79.08,0.5171
APP0000578,PRD000230,2022-07-30,11989.35,36,17.09,16662.84,custeio,MG,209.6,26.8,0.246,78.43,10.92,4.41,5.063,99.17,0.3236
APP0000579,PRD000230,2023-11-04,55588.95,6,17.27,98547.64,comercializacao,MG,120.7,32.0,0.288,81.17,11.34,4.18,4.877,101.75,0.2944
APP0000580,PRD000231,2024-07-02,69881.29,36,13.73,44565.71,custeio,PI,148.0,31.4,0.157,155.17,11.7,4.51,4.809,97.34,0.4492
APP0000581,PRD000232,2022-11-23,27308.5,36,17.38,34417.49,comercializacao,RS,157.1,31.9,0.2,82.96,11.17,4.25,4.99,99.15,0.5825
APP0000582,PRD000232,2026-09-02,20287.11,6,14.1,12640.67,comercializacao,RS,180.7,27.5,0.254,83.85,16.34,7.89,6.904,83.16,0.7846
APP0000583,PRD000232,2025-08-17,34109.79,6,11.32,20555.2,custeio,RS,89.3,23.0,0.053,90.05,16.68,7.68,6.994,80.38,0.7769
APP0000584,PRD000232,2026-01-12,132841.65,6,8.47,154986.01,custeio,RS,139.7,26.6,0.293,83.96,16.52,7.83,6.952,81.49,0.7522
APP0000585,PRD000233,2026-09-18,30803.2,12,17.93,34054.02,comercializacao,MG,152.3,26.8,0.27,82.04,16.34,7.89,6.904,83.16,0.732
APP0000586,PRD000233,2023-10-30,71145.25,12,13.88,71202.84,industrializacao,MG,124.6,21.5,0.106,74.72,11.35,4.2,4.922,102.76,0.5285
APP0000587,PRD000234,2026-02-15,216299.06,12,9.93,300472.99,industrializacao,RS,119.9,20.8,0.132,97.64,16.55,7.87,6.969,81.38,0.3377
APP0000588,PRD000235,2025-04-14,115598.26,12,6.6,145836.87,industrializacao,BA,42.5,25.0,0.644,85.11,15.89,6.77,6.48,81.98,0.4175
APP0000589,PRD000236,2023-05-27,55843.6,24,6.51,95042.96,industrializacao,MG,167.4,25.0,0.258,83.72,11.32,3.99,4.959,101.0,0.2752
APP0000590,PRD000237,2022-09-30,24200.22,12,14.53,26859.75,custeio,SP,171.6,20.4,0.015,65.59,11.12,4.39,5.008,98.34,0.4509
APP0000591,PRD000237,2025-12-04,39351.97,18,15.46,36757.01,investimento,SP,216.2,29.9,0.25,71.7,16.61,7.74,6.957,81.85,0.6633
APP0000592,PRD000237,2023-07-12,39060.57,36,11.7,46798.3,comercializacao,SP,80.2,29.6,0.085,63.77,11.39,4.11,4.951,102.57,0.4388
APP0000593,PRD000238,2024-04-21,20035.38,12,9.15,12945.43,industrializacao,MG,65.5,20.4,0.424,59.87,11.32,4.4,4.805,100.32,0.3714
APP0000594,PRD000238,2025-05-22,26761.19,12,10.79,26025.11,investimento,MG,100.4,30.1,0.522,73.37,16.25,7.09,6.729,81.39,0.5479
APP0000595,PRD000238,2022-10-04,14673.83,12,8.41,16036.66,custeio,MG,77.2,26.6,0.038,71.93,11.13,4.34,5.037,97.77,0.2265
APP0000596,PRD000238,2024-02-26,32115.45,24,17.41,41205.25,investimento,MG,55.4,21.5,0.483,63.38,11.51,4.24,4.804,101.19,0.3384
APP0000597,PRD000239,2024-02-12,52529.58,36,14.06,41245.38,investimento,MT,114.1,23.9,0.55,90.07,11.51,4.24,4.804,101.19,0.2852
APP0000598,PRD000239,2023-03-18,20940.25,24,16.45,22610.88,industrializacao,MT,63.7,27.8,0.05,124.39,11.34,4.05,4.953,99.59,0.1469
APP0000599,PRD000239,2024-07-12,46279.64,24,6.64,34510.8,investimento,MT,153.3,20.4,0.004,118.04,11.7,4.51,4.809,97.34,0.1755
APP0000600,PRD000240,2024-12-07,18145.82,36,15.08,32140.93,investimento,TO,170.2,26.7,0.197,137.08,13.83,5.67,5.708,89.04,0.2649
APP0000601,PRD000241,2024-04-04,15570.16,24,17.19,12084.83,custeio,MT,85.8,22.1,0.388,97.09,11.32,4.4,4.805,100.32,0.5314
APP0000602,PRD000241,2026-06-11,16825.85,12,16.31,27676.14,custeio,MT,193.5,23.9,0.092,126.84,16.47,8.03,6.961,81.3,0.4969
APP0000603,PRD000242,2023-09-08,18800.37,36,12.2,14716.31,industrializacao,GO,218.6,21.7,0.276,92.24,11.49,4.14,4.898,102.79,0.5046
APP0000604,PRD000242,2022-09-29,31791.44,24,9.92,47392.75,investimento,GO,193.1,19.0,0.297,85.26,11.12,4.39,5.008,98.34,0.4041
APP0000605,PRD000243,2022-01-24,45092.94,12,9.19,72057.66,industrializacao,MG,158.1,30.6,0.241,81.2,10.46,4.45,5.045,98.92,0.3556
APP0000606,PRD000243,2026-06-28,44902.42,12,17.03,57567.69,custeio,MG,93.7,33.9,0.049,71.01,16.47,8.03,6.961,81.3,0.5281
APP0000607,PRD000243,2025-08-22,105087.32,36,8.01,63596.39,comercializacao,MG,201.9,32.0,0.023,75.03,16.68,7.68,6.994,80.38,0.5811
APP0000608,PRD000244,2024-07-07,47508.65,36,11.45,47501.36,comercializacao,SP,126.8,25.4,0.265,66.92,11.7,4.51,4.809,97.34,0.4368
