date,state,crop_price,rainfall,temperature,drought_index,yield_index,production_cost_index,regime
2022-06-01,MG,83.14,148.1,24.3,0.02,0.926,0.999,normal
2022-07-01,MG,78.43,209.6,26.8,0.246,0.976,0.953,normal
2022-08-01,MG,72.12,217.1,28.0,0.147,0.981,0.963,normal
2022-09-01,MG,85.99,82.4,20.0,0.228,0.862,0.914,normal
2022-10-01,MG,71.93,77.2,26.6,0.038,1.073,0.985,normal
2022-11-01,MG,72.17,66.4,28.6,0.018,1.143,1.044,normal
2022-12-01,MG,79.88,105.5,21.9,0.066,1.076,1.086,normal
2023-01-01,MG,79.57,116.6,21.8,0.007,1.079,0.934,normal
2023-02-01,MG,70.7,214.6,24.1,0.163,0.898,1.014,normal
2023-03-01,MG,72.38,158.3,33.6,0.243,0.924,0.981,normal
2023-04-01,MG,84.79,98.7,27.8,0.268,0.934,0.901,normal
2023-05-01,MG,83.72,167.4,25.0,0.258,0.984,0.946,normal
2023-06-01,MG,72.78,195.6,24.5,0.133,1.116,1.07,normal
2023-07-01,MG,73.64,180.1,18.4,0.23,1.052,0.987,normal
2023-08-01,MG,78.37,200.0,23.5,0.006,0.966,0.988,normal
2023-09-01,MG,83.53,92.9,20.3,0.023,1.055,0.934,normal
2023-10-01,MG,74.72,124.6,21.5,0.106,1.064,1.08,normal
2023-11-01,MG,81.17,120.7,32.0,0.288,1.019,1.029,normal
2023-12-01,MG,79.37,70.4,29.4,0.007,0.958,0.904,normal
2024-01-01,MG,60.97,84.4,25.1,0.61,0.716,1.097,stress_agricola
2024-02-01,MG,63.38,55.4,21.5,0.483,0.757,1.08,stress_agricola
2024-03-01,MG,60.43,44.0,21.7,0.562,0.776,1.162,stress_agricola
2024-04-01,MG,59.87,65.5,20.4,0.424,0.833,1.078,stress_agricola
2024-05-01,MG,68.37,45.9,31.9,0.66,0.814,1.236,stress_agricola
2024-06-01,MG,55.64,69.0,25.5,0.548,0.641,1.256,stress_agricola
2024-07-01,MG,78.78,183.7,22.3,0.235,1.084,1.011,stress_macro
2024-08-01,MG,73.35,119.0,20.9,0.16,1.086,0.965,stress_macro
2024-09-01,MG,78.27,87.5,22.4,0.244,1.118,0.979,stress_macro
2024-10-01,MG,74.21,86.7,25.5,0.254,1.033,0.973,stress_macro
2024-11-01,MG,81.54,185.3,25.4,0.136,1.064,0.932,stress_macro
2024-12-01,MG,72.55,157.0,18.7,0.295,0.936,1.006,stress_macro
2025-01-01,MG,67.72,90.0,30.1,0.595,0.837,1.142,stress_combinado
2025-02-01,MG,67.46,120.8,27.2,0.585,0.694,1.25,stress_combinado
2025-03-01,MG,69.43,52.1,18.6,0.503,0.827,1.062,stress_combinado
2025-04-01,MG,67.17,70.1,18.4,0.596,0.686,1.213,stress_combinado
2025-05-01,MG,73.37,100.4,30.1,0.522,0.727,1.068,stress_combinado
2025-06-01,MG,59.99,65.3,24.4,0.706,0.684,1.065,stress_combinado
2025-07-01,MG,76.28,83.3,28.2,0.03,0.955,1.082,normal
2025-08-01,MG,75.03,201.9,32.0,0.023,1.096,1.01,normal
2025-09-01,MG,71.49,66.5,33.7,0.254,0.949,0.962,normal
2025-10-01,MG,82.08,141.1,18.2,0.03,1.018,0.912,normal
2025-11-01,MG,77.44,141.5,28.1,0.111,0.95,1.023,normal
2025-12-01,MG,82.97,115.5,23.2,0.11,1.026,1.077,normal
2026-01-01,MG,80.86,181.4,24.9,0.154,1.014,1.05,normal
2026-02-01,MG,83.33,141.0,34.0,0.046,0.949,1.043,normal
2026-03-01,MG,82.36,177.0,28.2,0.043,0.909,1.023,normal
2026-04-01,MG,70.62,104.1,21.5,0.013,0.89,0.984,normal
2026-05-01,MG,77.11,91.0,30.8,0.265,1.02,1.098,normal
2026-06-01,MG,71.01,93.7,33.9,0.049,1.068,1.057,normal
2026-07-01,MG,80.95,95.1,32.6,0.05,0.884,1.034,normal
2026-08-01,MG,76.25,189.9,23.5,0.218,0.991,1.091,normal
2026-09-01,MG,82.04,152.3,26.8,0.27,1.039,0.965,normal
2026-10-01,MG,78.57,84.9,28.9,0.215,0.934,1.019,normal
2026-11-01,MG,77.99,203.5,21.6,0.007,0.948,1.002,normal
2026-12-01,MG,85.33,139.8,29.6,0.121,0.94,1.073,normal
2022-01-01,SP,71.0,83.7,21.6,0.235,0.925,1.081,normal
2022-02-01,SP,64.82,208.2,29.2,0.152,0.97,1.013,normal
2022-03-01,SP,71.89,107.9,21.9,0.187,1.049,1.055,normal
2022-04-01,SP,65.08,208.2,18.9,0.122,0.974,1.096,normal
2022-05-01,SP,65.8,113.4,23.9,0.092,1.149,1.086,normal
2022-06-01,SP,62.48,123.4,21.4,0.129,0.923,1.061,normal
2022-07-01,SP,70.63,113.8,27.6,0.178,0.88,0.916,normal
2022-08-01,SP,71.21,178.0,20.4,0.129,1.13,1.059,normal
2022-09-01,SP,65.59,171.6,20.4,0.015,0.86,0.958,normal
2022-10-01,SP,68.61,195.0,28.9,0.275,1.05,0.918,normal
2022-11-01,SP,72.52,86.4,23.0,0.03,0.875,0.908,normal
2022-12-01,SP,71.21,60.0,32.8,0.237,1.097,0.998,normal
2023-01-01,SP,60.32,102.8,22.7,0.251,1.034,0.928,normal
2023-02-01,SP,69.62,134.0,31.6,0.047,1.004,0.999,normal
2023-03-01,SP,63.85,95.8,22.5,0.118,0.899,0.995,normal
2023-04-01,SP,68.0,132.4,33.2,0.092,1.094,0.984,normal
2023-05-01,SP,68.17,208.9,30.7,0.254,0.913,0.992,normal
2023-06-01,SP,70.92,172.5,18.6,0.018,0.894,1.1,normal
2023-07-01,SP,63.77,80.2,29.6,0.085,0.946,0.948,normal
2023-08-01,SP,68.19,137.1,24.6,0.279,1.051,1.046,normal
2023-09-01,SP,68.04,108.4,29.3,0.269,0.959,0.978,normal
2023-10-01,SP,69.98,115.2,18.8,0.252,0.967,1.063,normal
2023-11-01,SP,70.76,134.2,33.5,0.235,0.985,1.063,normal
2023-12-01,SP,72.02,179.2,29.3,0.198,1.075,1.074,normal
2024-01-01,SP,47.41,58.1,31.9,0.416,0.658,1.236,stress_agricola
2024-02-01,SP,47.37,53.6,26.2,0.456,0.683,1.077,stress_agricola
2024-03-01,SP,49.8,76.5,23.5,0.678,0.661,1.212,stress_agricola
2024-04-01,SP,58.02,54.4,28.9,0.663,0.699,1.125,stress_agricola
2024-05-01,SP,54.77,135.4,21.1,0.649,0.646,1.257,stress_agricola
2024-06-01,SP,52.13,142.7,25.3,0.398,0.77,1.257,stress_agricola
2024-07-01,SP,66.92,126.8,25.4,0.265,1.127,1.067,stress_macro
2024-08-01,SP,70.62,95.7,22.2,0.267,1.095,1.034,stress_macro
2024-09-01,SP,62.4,152.7,24.3,0.001,0.917,1.064,stress_macro
2024-10-01,SP,60.38,98.2,18.0,0.014,1.091,1.007,stress_macro
2024-11-01,SP,70.84,203.9,33.0,0.005,1.07,1.053,stress_macro
2024-12-01,SP,65.93,186.1,30.3,0.199,1.024,1.007,stress_macro
2025-01-01,SP,60.74,96.4,30.5,0.592,0.725,1.202,stress_combinado
2025-02-01,SP,53.83,40.5,24.9,0.585,0.745,1.058,stress_combinado
2025-03-01,SP,53.19,56.6,22.7,0.449,0.733,1.203,stress_combinado
2025-04-01,SP,60.39,69.0,34.0,0.532,0.655,1.071,stress_combinado
2025-05-01,SP,55.55,138.2,19.1,0.684,0.698,1.076,stress_combinado
2025-06-01,SP,53.12,91.0,31.4,0.617,0.746,1.176,stress_combinado
2025-07-01,SP,66.57,74.7,20.8,0.242,0.925,0.904,normal
2025-08-01,SP,60.52,206.2,30.9,0.238,0.869,0.929,normal
2025-09-01,SP,65.69,85.7,31.0,0.16,1.127,1.026,normal
2025-10-01,SP,65.08,64.8,31.7,0.238,1.092,1.055,normal
2025-11-01,SP,65.76,124.4,20.7,0.186,1.026,1.039,normal
2025-12-01,SP,71.7,216.2,29.9,0.25,1.084,1.011,normal
2026-01-01,SP,71.25,133.3,23.2,0.111,0.861,0.938,normal
2026-02-01,SP,64.29,151.4,18.3,0.199,0.952,1.05,normal
2026-03-01,SP,61.15,61.2,23.0,0.139,0.879,1.004,normal
2026-04-01,SP,66.68,182.6,27.5,0.142,1.015,1.052,normal
2026-05-01,SP,67.8,79.2,31.0,0.236,0.924,1.007,normal
2026-06-01,SP,71.77,128.1,18.6,0.032,1.049,1.1,normal
2026-07-01,SP,63.08,171.3,31.1,0.3,1.105,1.096,normal
2026-08-01,SP,69.12,216.0,23.8,0.149,0.972,0.905,normal
2026-09-01,SP,61.19,105.6,21.0,0.028,1.007,1.02,normal
2026-10-01,SP,69.51,76.0,19.8,0.292,0.945,0.925,normal
2026-11-01,SP,60.02,152.2,27.3,0.024,0.943,1.052,normal
2026-12-01,SP,68.78,180.8,32.6,0.024,1.131,1.074,normal
2022-01-01,TO,129.37,205.0,28.5,0.03,1.129,0.962,normal
2022-02-01,TO,138.27,200.5,19.5,0.1,0.891,0.919,normal
2022-03-01,TO,119.84,211.2,18.1,0.267,1.093,0.981,normal
2022-04-01,TO,142.33,77.1,20.5,0.282,0.924,0.967,normal
2022-05-01,TO,121.46,89.6,32.7,0.21,1.094,0.994,normal
2022-06-01,TO,140.41,176.6,20.0,0.221,1.055,0.948,normal
2022-07-01,TO,133.93,125.3,28.9,0.263,1.069,1.068,normal
2022-08-01,TO,134.9,138.8,21.8,0.129,0.967,1.065,normal
2022-09-01,TO,129.58,106.8,20.2,0.292,1.023,0.954,normal
2022-10-01,TO,125.45,158.6,32.2,0.212,1.032,0.9,normal
2022-11-01,TO,136.96,78.3,27.5,0.224,1.023,1.063,normal
2022-12-01,TO,137.48,152.8,33.5,0.075,0.919,0.95,normal
2023-01-01,TO,144.18,67.5,19.2,0.118,0.933,0.923,normal
2023-02-01,TO,137.09,60.5,21.4,0.033,0.974,0.968,normal
2023-03-01,TO,121.97,131.5,20.4,0.194,0.961,1.095,normal
2023-04-01,TO,136.21,120.6,26.3,0.083,1.107,0.929,normal
2023-05-01,TO,143.7,122.3,21.0,0.2,0.923,0.998,normal
2023-06-01,TO,130.95,103.8,18.8,0.001,0.868,1.078,normal
2023-07-01,TO,129.63,69.5,25.3,0.087,1.114,0.928,normal
2023-08-01,TO,139.45,104.7,24.8,0.004,1.009,1.017,normal
2023-09-01,TO,136.88,115.7,28.3,0.135,0.933,0.995,normal
2023-10-01,TO,142.59,122.5,20.6,0.066,0.855,0.947,normal
2023-11-01,TO,132.17,137.7,21.5,0.285,1.13,0.922,normal
2023-12-01,TO,125.89,175.4,26.4,0.207,1.047,1.06,normal
2024-01-01,TO,122.69,116.6,18.3,0.632,0.692,1.1,stress_agricola
2024-02-01,TO,115.93,108.5,26.9,0.583,0.757,1.077,stress_agricola
2024-03-01,TO,108.18,54.5,18.3,0.627,0.732,1.113,stress_agricola
2024-04-01,TO,120.12,115.2,29.5,0.508,0.699,1.081,stress_agricola
2024-05-01,TO,104.99,101.6,27.0,0.338,0.682,1.091,stress_agricola
2024-06-01,TO,104.12,88.0,21.9,0.415,0.853,1.039,stress_agricola
2024-07-01,TO,131.04,81.9,24.6,0.013,1.01,1.048,stress_macro
2024-08-01,TO,137.67,76.4,33.8,0.165,0.916,0.943,stress_macro
2024-09-01,TO,134.22,119.3,18.6,0.004,0.886,0.956,stress_macro
2024-10-01,TO,127.71,154.2,25.2,0.063,0.921,0.924,stress_macro
2024-11-01,TO,135.32,188.9,30.7,0.161,1.078,0.909,stress_macro
2024-12-01,TO,137.08,170.2,26.7,0.197,0.852,1.068,stress_macro
2025-01-01,TO,100.89,124.0,21.5,0.609,0.657,1.169,stress_combinado
2025-02-01,TO,110.28,83.4,23.6,0.427,0.794,1.041,stress_combinado
2025-03-01,TO,96.0,41.2,22.4,0.391,0.803,1.203,stress_combinado
2025-04-01,TO,97.32,52.8,25.4,0.681,0.668,1.062,stress_combinado
2025-05-01,TO,112.35,104.2,32.1,0.57,0.672,1.05,stress_combinado
2025-06-01,TO,106.93,39.8,24.0,0.613,0.838,1.06,stress_combinado
2025-07-01,TO,140.16,84.6,19.7,0.069,0.93,1.004,normal
2025-08-01,TO,143.31,148.8,28.8,0.285,1.12,1.083,normal
2025-09-01,TO,145.03,217.5,32.2,0.047,1.01,1.013,normal
2025-10-01,TO,139.68,212.6,24.8,0.183,0.934,0.952,normal
2025-11-01,TO,119.25,94.3,29.7,0.232,0.972,0.975,normal
2025-12-01,TO,121.76,145.7,32.8,0.262,1.058,1.08,normal
2026-01-01,TO,121.7,96.8,29.2,0.285,0.994,1.082,normal
2026-02-01,TO,132.38,152.9,29.8,0.041,1.012,0.946,normal
2026-03-01,TO,134.73,80.2,32.5,0.153,1.115,0.948,normal
2026-04-01,TO,125.57,148.4,23.4,0.161,0.95,0.927,normal
2026-05-01,TO,124.13,88.5,24.8,0.255,1.091,0.944,normal
2026-06-01,TO,120.6,161.8,26.3,0.187,1.066,1.009,normal
2026-07-01,TO,126.01,178.0,23.1,0.049,1.104,0.906,normal
2026-08-01,TO,136.95,182.5,30.5,0.233,1.109,1.045,normal
2026-09-01,TO,135.53,73.4,20.6,0.223,0.874,1.038,normal
2026-10-01,TO,142.31,136.9,30.9,0.132,1.044,0.911,normal
2026-11-01,TO,122.67,160.9,33.5,0.008,0.956,0.976,normal
2026-12-01,TO,138.57,78.4,32.6,0.194,0.928,0.917,normal
2022-01-01,PI,171.61,156.1,27.2,0.143,1.123,0.915,normal
2022-02-01,PI,181.83,88.1,30.2,0.15,0.944,0.994,normal
2022-03-01,PI,156.4,141.1,25.5,0.013,1.049,1.077,normal
2022-04-01,PI,179.61,120.5,28.2,0.027,0.933,0.93,normal
2022-05-01,PI,182.15,120.4,20.0,0.124,1.004,1.098,normal
2022-06-01,PI,160.58,119.1,18.8,0.093,1.023,1.046,normal
2022-07-01,PI,168.71,148.4,18.6,0.141,0.922,1.02,normal
2022-08-01,PI,189.06,158.3,25.4,0.107,1.082,1.056,normal
2022-09-01,PI,159.05,212.5,31.7,0.158,0.868,1.06,normal
2022-10-01,PI,172.9,208.5,31.8,0.076,1.117,1.083,normal
2022-11-01,PI,187.81,178.2,22.2,0.22,1.043,1.009,normal
2022-12-01,PI,161.39,135.8,32.1,0.075,1.065,0.938,normal
2023-01-01,PI,177.86,163.6,24.4,0.073,0.892,0.98,normal
2023-02-01,PI,176.91,168.5,29.6,0.157,1.05,0.961,normal
2023-03-01,PI,180.73,107.6,18.3,0.264,0.889,1.044,normal
2023-04-01,PI,187.76,195.2,24.9,0.031,0.926,0.992,normal
2023-05-01,PI,176.44,66.5,24.2,0.284,0.897,1.089,normal
2023-06-01,PI,161.14,119.8,22.6,0.262,1.087,1.044,normal
2023-07-01,PI,161.31,119.0,26.7,0.056,1.11,1.046,normal
2023-08-01,PI,181.96,167.0,25.5,0.092,1.109,1.003,normal
2023-09-01,PI,155.5,213.6,26.5,0.275,0.918,0.922,normal
2023-10-01,PI,183.28,98.6,29.2,0.156,0.933,1.045,normal
2023-11-01,PI,177.89,81.5,27.8,0.209,0.952,0.958,normal
2023-12-01,PI,161.76,162.3,33.9,0.087,0.915,1.094,normal
2024-01-01,PI,152.35,124.7,21.1,0.604,0.836,1.063,stress_agricola
2024-02-01,PI,129.0,122.8,19.4,0.538,0.742,1.237,stress_agricola
2024-03-01,PI,160.24,140.5,21.9,0.456,0.748,1.066,stress_agricola
2024-04-01,PI,129.75,43.1,24.5,0.463,0.656,1.208,stress_agricola
2024-05-01,PI,155.59,139.0,33.9,0.473,0.831,1.214,stress_agricola
2024-06-01,PI,126.42,39.9,32.6,0.43,0.82,1.17,stress_agricola
2024-07-01,PI,155.17,148.0,31.4,0.157,1.057,0.967,stress_macro
2024-08-01,PI,183.02,161.9,26.0,0.219,1.029,1.092,stress_macro
2024-09-01,PI,178.11,205.3,32.7,0.265,0.968,1.022,stress_macro
2024-10-01,PI,175.48,115.3,32.2,0.023,1.093,1.074,stress_macro
2024-11-01,PI,164.77,162.3,27.2,0.033,0.919,1.006,stress_macro
2024-12-01,PI,189.0,114.9,18.4,0.042,0.908,1.063,stress_macro
2025-01-01,PI,121.7,55.4,21.4,0.548,0.692,1.098,stress_combinado
2025-02-01,PI,136.04,65.5,18.6,0.712,0.667,1.158,stress_combinado
2025-03-01,PI,140.34,77.2,18.3,0.731,0.848,1.134,stress_combinado
2025-04-01,PI,149.27,93.0,19.5,0.713,0.828,1.251,stress_combinado
2025-05-01,PI,136.06,44.8,32.2,0.561,0.774,1.223,stress_combinado
2025-06-01,PI,129.81,110.2,19.2,0.633,0.852,1.212,stress_combinado
2025-07-01,PI,169.72,68.3,24.9,0.165,0.883,1.025,normal
2025-08-01,PI,159.63,137.6,30.2,0.193,0.913,1.005,normal
2025-09-01,PI,163.05,102.2,30.0,0.012,1.119,0.901,normal
2025-10-01,PI,164.98,144.4,25.2,0.058,0.993,1.033,normal
2025-11-01,PI,156.31,148.0,32.3,0.041,0.92,0.975,normal
2025-12-01,PI,170.25,175.8,18.9,0.2,1.058,1.021,normal
2026-01-01,PI,179.05,67.6,23.9,0.169,1.091,0.957,normal
2026-02-01,PI,188.83,89.1,18.3,0.299,1.025,0.933,normal
2026-03-01,PI,176.25,181.0,29.3,0.187,1.08,1.015,normal
2026-04-01,PI,173.73,120.1,30.5,0.089,1.031,1.02,normal
2026-05-01,PI,170.41,176.8,28.9,0.294,1.117,0.959,normal
2026-06-01,PI,187.45,145.6,23.9,0.115,0.924,0.966,normal
2026-07-01,PI,165.37,76.5,18.3,0.15,1.036,1.095,normal
2026-08-01,PI,161.08,91.1,20.8,0.057,1.084,1.064,normal
2026-09-01,PI,168.62,107.1,20.3,0.291,1.018,1.088,normal
2026-10-01,PI,170.99,125.3,29.2,0.297,0.969,0.924,normal
2026-11-01,PI,169.92,182.2,33.6,0.009,1.075,0.962,normal
2026-12-01,PI,162.3,210.9,29.6,0.156,1.051,1.02,normal
