producer_id,age,state,municipality,region,farm_size_ha,years_farming,crop_type,annual_revenue,annual_cost,equity,debt
PRD000225,69,RS,Rio Grande do Sul - Municipio 32,Sul,16.4,21,cana-de-acucar,123652.93,95947.77,77413.19,83603.29
PRD000226,34,BA,Bahia - Municipio 4,Nordeste,151.8,11,milho,117170.71,85944.74,149352.52,170855.65
PRD000227,45,MT,Mato Grosso - Municipio 32,Centro-Oeste,24.0,13,cana-de-acucar,42707.72,31039.72,164738.51,14530.59
PRD000228,36,SP,Sao Paulo - Municipio 14,Sudeste,67.1,11,algodao,343503.61,288819.41,217250.23,70973.23
PRD000229,41,MG,Minas Gerais - Municipio 18,Sudeste,63.5,1,cafe,191788.94,117110.21,226828.03,183828.21
PRD000230,64,MG,Minas Gerais - Municipio 24,Sudeste,148.9,14,cana-de-acucar,175626.1,147264.03,113864.29,78497.15
PRD000231,63,PI,Piaui - Municipio 20,Nordeste,69.4,7,milho,192328.31,124392.02,95618.57,83202.45
PRD000232,38,RS,Rio Grande do Sul - Municipio 27,Sul,56.6,4,cafe,283188.06,223227.1,321674.56,417159.27
PRD000233,44,MG,Minas Gerais - Municipio 33,Sudeste,131.2,13,algodao,103046.12,81428.21,191391.78,234614.73
PRD000234,36,RS,Rio Grande do Sul - Municipio 20,Sul,31.6,9,cafe,569639.29,424757.85,651470.35,213562.98
PRD000235,34,BA,Bahia - Municipio 33,Nordeste,33.9,30,soja,440904.62,376196.43,1044737.61,145239.08
PRD000236,42,MG,Minas Gerais - Municipio 12,Sudeste,59.1,10,soja,115318.36,79940.66,369552.06,229848.19
PRD000237,27,SP,Sao Paulo - Municipio 9,Sudeste,40.2,29,cana-de-acucar,63650.12,38763.69,271343.92,272554.51
PRD000238,75,MG,Minas Gerais - Municipio 34,Sudeste,77.1,31,milho,171851.31,106512.58,111675.75,50563.03
PRD000239,40,MT,Mato Grosso - Municipio 30,Centro-Oeste,113.4,16,pecuaria,154587.89,112256.74,100239.97,10740.51
PRD000240,68,TO,Tocantins - Municipio 9,Norte,68.4,9,milho,29287.8,19790.87,348721.45,117004.02
PRD000241,60,MT,Mato Grosso - Municipio 4,Centro-Oeste,64.5,24,pecuaria,673047.25,458558.77,309241.42,256335.93
PRD000242,62,GO,Goias - Municipio 1,Centro-Oeste,69.5,8,algodao,169183.25,125457.64,127836.49,117480.46
PRD000243,40,MG,Minas Gerais - Municipio 8,Sudeste,114.4,18,soja,325377.07,226654.09,408442.97,335790.13
PRD000244,52,SP,Sao Paulo - Municipio 22,Sudeste,30.5,17,milho,148886.2,90244.51,278450.31,253460.76
PRD000245,40,MT,Mato Grosso - Municipio 17,Centro-Oeste,13.3,32,cafe,209158.85,122452.4,86185.19,110819.71
PRD000246,24,MT,Mato Grosso - Municipio 1,Centro-Oeste,25.8,3,milho,385064.67,302995.18,118790.82,132339.79
PRD000247,52,RS,Rio Grande do Sul - Municipio 27,Sul,4.4,18,pecuaria,315804.0,217990.7,318489.49,169482.39
PRD000248,65,RS,Rio Grande do Sul - Municipio 9,Sul,22.2,31,cafe,614550.72,376990.73,103022.19,8862.0
PRD000249,61,SP,Sao Paulo - Municipio 7,Sudeste,19.8,3,cafe,223294.64,179377.22,386504.78,351836.1
PRD000250,53,PR,Parana - Municipio 11,Sul,50.3,25,soja,670853.67,371703.72,444945.78,283257.45
PRD000251,73,SP,Sao Paulo - Municipio 37,Sudeste,36.1,18,cafe,99242.36,76928.81,112025.0,69888.84
PRD000252,61,GO,Goias - Municipio 20,Centro-Oeste,147.8,8,cana-de-acucar,75302.95,42361.01,196233.97,204030.17
PRD000253,52,TO,Tocantins - Municipio 24,Norte,13.8,22,pecuaria,167121.1,104955.62,115601.65,95336.39
PRD000254,69,SP,Sao Paulo - Municipio 27,Sudeste,28.4,19,soja,217829.92,127912.51,389688.24,419810.49
PRD000255,51,MS,Mato Grosso do Sul - Municipio 38,Centro-Oeste,67.4,26,cana-de-acucar,113410.08,92429.47,174460.38,203192.77
PRD000256,68,RS,Rio Grande do Sul - Municipio 9,Sul,123.5,28,soja,436649.72,317844.54,269008.06,207995.14
PRD000257,48,MG,Minas Gerais - Municipio 39,Sudeste,101.2,21,pecuaria,200390.08,178913.33,433709.4,93991.24
PRD000258,67,TO,Tocantins - Municipio 12,Norte,19.3,21,cana-de-acucar,242617.27,186441.34,85905.59,76496.11
PRD000259,49,TO,Tocantins - Municipio 1,Norte,85.0,8,cana-de-acucar,406535.88,306520.82,1268249.58,909814.99
PRD000260,65,GO,Goias - Municipio 36,Centro-Oeste,75.8,11,milho,305281.8,225728.49,93498.16,76681.21
PRD000261,57,TO,Tocantins - Municipio 4,Norte,38.4,19,soja,253498.31,173279.76,77620.85,70358.33
PRD000262,40,MS,Mato Grosso do Sul - Municipio 29,Centro-Oeste,148.3,15,milho,410011.12,303947.52,251162.48,315299.9
PRD000263,42,GO,Goias - Municipio 39,Centro-Oeste,30.4,33,soja,138618.19,84047.69,63623.85,6357.66
PRD000264,47,PI,Piaui - Municipio 6,Nordeste,116.5,23,algodao,403935.51,295766.51,212638.49,154981.6
PRD000265,61,PR,Parana - Municipio 16,Sul,316.8,22,soja,160510.39,130563.88,61035.91,49874.05
PRD000266,24,BA,Bahia - Municipio 19,Nordeste,22.2,8,pecuaria,147548.99,95757.84,55809.03,33873.07
PRD000267,49,PR,Parana - Municipio 7,Sul,40.4,7,milho,208134.46,119243.38,374175.3,423262.82
PRD000268,72,TO,Tocantins - Municipio 17,Norte,105.6,5,cana-de-acucar,282194.51,200563.77,103454.79,12190.6
PRD000269,22,GO,Goias - Municipio 40,Centro-Oeste,63.4,17,soja,162415.3,112319.41,88191.87,17451.6
PRD000270,64,PI,Piaui - Municipio 2,Nordeste,35.1,19,cafe,325501.56,188881.01,254596.5,138472.89
PRD000271,22,RS,Rio Grande do Sul - Municipio 36,Sul,58.0,26,cana-de-acucar,101440.46,66374.5,557493.7,695049.45
PRD000272,54,RS,Rio Grande do Sul - Municipio 10,Sul,75.4,6,milho,78290.95,67818.85,92515.88,79324.45
PRD000273,63,RS,Rio Grande do Sul - Municipio 16,Sul,30.7,4,soja,216225.75,124022.11,129797.08,27292.29
PRD000274,73,MS,Mato Grosso do Sul - Municipio 21,Centro-Oeste,346.4,21,cafe,193826.92,151339.63,182269.72,138265.68
PRD000275,71,RS,Rio Grande do Sul - Municipio 20,Sul,10.5,28,cafe,130784.68,103039.11,85433.02,51832.0
PRD000276,47,TO,Tocantins - Municipio 38,Norte,9.9,6,milho,77886.54,50013.45,134614.29,104644.18
PRD000277,40,MT,Mato Grosso - Municipio 9,Centro-Oeste,65.0,35,cafe,171267.62,116125.7,25170.16,24327.8
PRD000278,31,TO,Tocantins - Municipio 31,Norte,56.1,33,algodao,494287.02,296142.05,45319.1,34318.6
PRD000279,51,MT,Mato Grosso - Municipio 3,Centro-Oeste,23.4,5,soja,137388.81,107713.51,149897.16,80212.43
PRD000280,26,BA,Bahia - Municipio 34,Nordeste,72.5,17,algodao,247626.63,168839.48,88933.63,104299.87
PRD000281,26,MG,Minas Gerais - Municipio 33,Sudeste,24.6,23,pecuaria,192824.35,146830.7,133643.09,34347.25
PRD000282,65,MS,Mato Grosso do Sul - Municipio 31,Centro-Oeste,31.6,24,cafe,388211.59,303344.02,111863.73,21441.3
PRD000283,47,PR,Parana - Municipio 39,Sul,81.2,27,cana-de-acucar,220840.99,170122.46,58589.8,16114.94
PRD000284,33,MT,Mato Grosso - Municipio 40,Centro-Oeste,18.0,31,pecuaria,338333.55,284412.4,261405.28,281158.76
PRD000285,55,TO,Tocantins - Municipio 33,Norte,14.6,22,pecuaria,698771.63,401161.31,109906.89,7770.78
PRD000286,52,MG,Minas Gerais - Municipio 9,Sudeste,196.0,12,cana-de-acucar,184385.1,103931.02,291967.27,57487.04
PRD000287,71,TO,Tocantins - Municipio 25,Norte,183.1,34,algodao,92881.93,73764.51,27354.04,17852.73
PRD000288,48,PI,Piaui - Municipio 17,Nordeste,186.5,28,milho,85744.35,54137.23,265010.78,303691.19
PRD000289,38,MT,Mato Grosso - Municipio 17,Centro-Oeste,253.0,34,cana-de-acucar,360192.7,237930.91,106549.14,92108.53
PRD000290,38,MG,Minas Gerais - Municipio 20,Sudeste,70.6,26,cana-de-acucar,334977.2,276130.4,128257.34,95377.19
PRD000291,35,BA,Bahia - Municipio 33,Nordeste,110.3,9,cafe,694679.62,563895.74,104427.14,26341.11
PRD000292,60,BA,Bahia - Municipio 4,Nordeste,181.9,4,milho,182971.08,114836.23,184708.83,173535.29
PRD000293,59,SP,Sao Paulo - Municipio 13,Sudeste,48.5,34,cana-de-acucar,254438.62,160572.36,241195.17,131193.02
PRD000294,36,MT,Mato Grosso - Municipio 39,Centro-Oeste,80.9,6,milho,247078.54,184243.96,158645.51,169654.49
PRD000295,54,SP,Sao Paulo - Municipio 17,Sudeste,260.0,17,cana-de-acucar,90188.57,67237.45,134133.35,26325.18
PRD000296,59,PI,Piaui - Municipio 2,Nordeste,27.3,25,cafe,276444.97,225334.62,429232.54,268656.88
PRD000297,75,GO,Goias - Municipio 17,Centro-Oeste,29.8,15,milho,261943.28,173015.04,485435.11,30171.73
PRD000298,37,MS,Mato Grosso do Sul - Municipio 17,Centro-Oeste,194.9,23,milho,89966.17,55236.94,26436.47,9082.96
PRD000299,70,PR,Parana - Municipio 35,Sul,29.6,23,soja,125186.26,109170.66,272908.44,223043.62
PRD000300,25,SP,Sao Paulo - Municipio 34,Sudeste,40.8,18,cafe,97973.09,85295.61,90430.38,69706.58
PRD000301,45,SP,Sao Paulo - Municipio 40,Sudeste,10.1,12,algodao,187505.64,137136.34,195836.73,34454.49
PRD000302,45,RS,Rio Grande do Sul - Municipio 26,Sul,60.2,31,algodao,459650.53,282395.4,111336.37,110250.25
PRD000303,73,SP,Sao Paulo - Municipio 10,Sudeste,30.9,15,cafe,767921.59,638473.55,226061.69,66706.06
PRD000304,75,MT,Mato Grosso - Municipio 7,Centro-Oeste,20.1,34,cafe,211005.19,151990.64,73944.28,27201.3
PRD000305,63,BA,Bahia - Municipio 35,Nordeste,30.6,17,milho,144613.2,97307.57,248918.27,191932.71
PRD000306,32,MS,Mato Grosso do Sul - Municipio 22,Centro-Oeste,27.5,32,cafe,360968.83,208438.79,178242.51,222044.37
PRD000307,47,PI,Piaui - Municipio 18,Nordeste,113.5,5,cafe,92038.71,60719.66,275190.0,222004.36
PRD000308,66,BA,Bahia - Municipio 6,Nordeste,121.4,29,milho,175157.23,97752.69,336015.83,411803.08
PRD000309,31,RS,Rio Grande do Sul - Municipio 6,Sul,45.8,31,pecuaria,211026.2,145387.43,198136.96,74908.72
PRD000310,51,MG,Minas Gerais - Municipio 35,Sudeste,36.9,19,algodao,183848.26,135010.77,13109.69,14817.9
PRD000311,62,TO,Tocantins - Municipio 35,Norte,3.3,35,algodao,75828.43,58453.61,204354.44,143931.89
PRD000312,53,BA,Bahia - Municipio 31,Nordeste,52.6,6,algodao,178066.85,114128.83,88996.7,5375.08
PRD000313,67,MT,Mato Grosso - Municipio 25,Centro-Oeste,416.5,15,cafe,437494.39,269496.48,338327.81,122599.9
PRD000314,56,PR,Parana - Municipio 18,Sul,29.0,16,cafe,219632.76,167936.85,192051.33,165273.86
PRD000315,31,PR,Parana - Municipio 4,Sul,106.4,19,cana-de-acucar,84196.34,59650.46,229027.24,103246.55
PRD000316,53,MT,Mato Grosso - Municipio 24,Centro-Oeste,31.8,18,cafe,89160.86,49294.49,68221.64,70415.42
PRD000317,37,MT,Mato Grosso - Municipio 25,Centro-Oeste,10.2,10,cafe,75250.52,46449.69,222587.58,224853.99
PRD000318,57,PR,Parana - Municipio 34,Sul,41.9,34,soja,255723.36,175475.59,23764.86,23311.09
PRD000319,29,MS,Mato Grosso do Sul - Municipio 26,Centro-Oeste,52.4,24,milho,135666.78,104669.38,99782.62,39426.61
PRD000320,70,MT,Mato Grosso - Municipio 4,Centro-Oeste,140.5,10,soja,167776.81,101537.6,30623.85,37163.91
PRD000321,50,BA,Bahia - Municipio 13,Nordeste,115.3,7,soja,110682.1,98904.03,678555.43,717169.79
PRD000322,44,MG,Minas Gerais - Municipio 21,Sudeste,42.4,3,pecuaria,192648.36,125828.3,186047.68,52704.22
PRD000323,45,SP,Sao Paulo - Municipio 40,Sudeste,7.0,11,milho,142473.42,96666.71,108681.99,7977.24
PRD000324,48,BA,Bahia - Municipio 21,Nordeste,148.2,35,soja,318995.58,251728.49,205079.66,82834.0
PRD000325,61,GO,Goias - Municipio 38,Centro-Oeste,56.7,9,algodao,110887.64,62223.05,183174.09,121332.14
PRD000326,74,MT,Mato Grosso - Municipio 24,Centro-Oeste,32.3,5,pecuaria,420699.25,325461.71,63318.95,73642.36
PRD000327,36,MT,Mato Grosso - Municipio 35,Centro-Oeste,107.8,3,cafe,1087768.1,627943.92,59193.55,10449.52
PRD000328,66,PR,Parana - Municipio 28,Sul,13.7,12,soja,232997.17,188992.84,315863.51,282102.66
PRD000329,42,RS,Rio Grande do Sul - Municipio 24,Sul,148.9,33,cafe,157662.28,141809.61,118094.81,52427.45
PRD000330,50,MG,Minas Gerais - Municipio 26,Sudeste,114.9,16,soja,218920.77,179076.73,291874.62,365445.91
PRD000331,58,MT,Mato Grosso - Municipio 10,Centro-Oeste,35.3,15,soja,120587.04,98885.36,432323.29,330007.61
PRD000332,35,MT,Mato Grosso - Municipio 5,Centro-Oeste,50.8,17,pecuaria,135672.75,85683.85,213231.31,117223.45
PRD000333,71,BA,Bahia - Municipio 22,Nordeste,94.3,7,algodao,234090.62,188624.67,149284.5,17899.72
PRD000334,66,MG,Minas Gerais - Municipio 15,Sudeste,20.6,15,milho,235115.38,172465.17,75362.04,34556.47
PRD000335,47,MT,Mato Grosso - Municipio 17,Centro-Oeste,62.0,28,soja,131033.12,78130.62,35001.25,3907.5
PRD000336,69,MG,Minas Gerais - Municipio 34,Sudeste,55.3,9,milho,364471.96,225731.33,95306.57,71619.03
PRD000337,73,PR,Parana - Municipio 29,Sul,45.6,21,cana-de-acucar,115633.57,94748.81,66301.24,71405.11
PRD000338,61,RS,Rio Grande do Sul - Municipio 10,Sul,16.2,15,algodao,111755.03,91103.46,229907.55,27168.75
PRD000339,38,MT,Mato Grosso - Municipio 36,Centro-Oeste,15.9,20,cafe,186957.11,116502.95,142274.09,100172.68
PRD000340,66,PI,Piaui - Municipio 40,Nordeste,82.6,2,algodao,41066.53,30158.43,93238.75,28052.75
PRD000341,63,MT,Mato Grosso - Municipio 25,Centro-Oeste,20.4,5,milho,165460.68,140348.55,672654.8,49674.15
PRD000342,55,MG,Minas Gerais - Municipio 20,Sudeste,57.1,21,algodao,189905.87,110298.7,178023.28,17747.23
PRD000343,46,SP,Sao Paulo - Municipio 2,Sudeste,44.9,23,cana-de-acucar,280226.81,183776.71,95997.35,35720.54
PRD000344,31,MS,Mato Grosso do Sul - Municipio 28,Centro-Oeste,28.7,26,algodao,244407.53,167119.15,166539.2,58363.83
PRD000345,55,PI,Piaui - Municipio 9,Nordeste,30.7,14,cafe,307744.21,242938.52,82948.63,75538.42
PRD000346,68,RS,Rio Grande do Sul - Municipio 2,Sul,95.0,11,algodao,121163.31,106867.32,61852.93,71102.89
PRD000347,60,MG,Minas Gerais - Municipio 15,Sudeste,151.7,18,milho,118814.68,70818.43,200175.92,163233.96
PRD000348,36,MT,Mato Grosso - Municipio 3,Centro-Oeste,27.2,31,cafe,178609.61,109736.27,99354.59,25308.89
PRD000349,37,MT,Mato Grosso - Municipio 28,Centro-Oeste,14.8,13,cafe,276918.58,242161.46,130555.65,81196.63
PRD000350,24,MT,Mato Grosso - Municipio 34,Centro-Oeste,141.0,21,soja,24623.25,18471.8,153029.45,142338.92
PRD000351,25,SP,Sao Paulo - Municipio 13,Sudeste,31.7,16,algodao,206315.24,166560.26,156946.25,131569.72
PRD000352,75,SP,Sao Paulo - Municipio 29,Sudeste,43.5,19,soja,183437.54,140255.79,37584.4,8561.71
PRD000353,67,TO,Tocantins - Municipio 11,Norte,20.9,29,pecuaria,69961.82,60434.15,57981.92,49906.23
PRD000354,32,GO,Goias - Municipio 10,Centro-Oeste,68.5,25,milho,233328.0,173274.29,22982.08,25931.61
PRD000355,60,MT,Mato Grosso - Municipio 32,Centro-Oeste,45.6,29,milho,145861.32,126095.6,132389.79,140242.91
PRD000356,74,PR,Parana - Municipio 14,Sul,70.9,27,soja,166869.51,92162.12,275560.35,230311.76
PRD000357,58,RS,Rio Grande do Sul - Municipio 36,Sul,11.4,3,milho,251799.78,167670.67,55674.14,51487.92
PRD000358,57,SP,Sao Paulo - Municipio 5,Sudeste,99.7,3,algodao,98982.63,67209.14,111501.7,65134.25
PRD000359,60,SP,Sao Paulo - Municipio 19,Sudeste,8.6,18,cafe,140105.01,87347.89,139182.95,132932.62
PRD000360,61,PI,Piaui - Municipio 15,Nordeste,112.8,23,pecuaria,751442.3,543848.04,249258.86,264208.27
PRD000361,65,MS,Mato Grosso do Sul - Municipio 22,Centro-Oeste,44.7,14,algodao,56958.88,37463.02,135074.24,7788.93
PRD000362,24,MG,Minas Gerais - Municipio 9,Sudeste,134.6,2,cafe,326023.33,274459.11,405389.59,260716.41
PRD000363,57,RS,Rio Grande do Sul - Municipio 35,Sul,336.8,35,soja,481434.19,401977.48,142411.66,127849.64
PRD000364,33,PR,Parana - Municipio 39,Sul,65.3,23,soja,369231.63,251570.16,140983.42,113789.32
PRD000365,55,MS,Mato Grosso do Sul - Municipio 20,Centro-Oeste,86.7,3,milho,147195.51,126141.7,47409.74,20304.92
PRD000366,52,GO,Goias - Municipio 34,Centro-Oeste,44.6,13,algodao,485247.52,271120.97,127059.15,36563.13
PRD000367,51,BA,Bahia - Municipio 3,Nordeste,74.8,3,soja,167642.08,122851.59,250885.16,39851.82
PRD000368,42,TO,Tocantins - Municipio 29,Norte,274.6,2,pecuaria,227613.64,196259.28,98277.67,38899.47
PRD000369,40,GO,Goias - Municipio 37,Centro-Oeste,36.0,8,milho,203064.97,136583.8,99688.51,92754.39
PRD000370,67,RS,Rio Grande do Sul - Municipio 39,Sul,9.9,22,cana-de-acucar,209259.77,117216.32,111881.49,60404.36
PRD000371,66,SP,Sao Paulo - Municipio 30,Sudeste,70.9,13,soja,432261.7,318455.72,126218.86,134557.35
PRD000372,33,SP,Sao Paulo - Municipio 22,Sudeste,24.0,30,algodao,101411.14,60877.37,277049.23,139719.16
PRD000373,28,SP,Sao Paulo - Municipio 26,Sudeste,53.5,8,pecuaria,142752.54,87047.72,337608.35,70642.02
PRD000374,46,GO,Goias - Municipio 5,Centro-Oeste,25.4,20,algodao,212272.88,147466.96,192331.32,243753.92
PRD000375,67,PR,Parana - Municipio 37,Sul,178.6,28,cafe,224740.09,178206.89,34270.3,33386.43
PRD000376,53,GO,Goias - Municipio 4,Centro-Oeste,71.2,7,soja,317872.14,281176.73,877702.55,459599.08
PRD000377,35,PR,Parana - Municipio 21,Sul,302.2,1,algodao,494029.47,350040.16,63301.14,38547.21
PRD000378,67,PI,Piaui - Municipio 25,Nordeste,225.5,28,cafe,261312.68,221246.35,106014.91,88153.29
PRD000379,23,MG,Minas Gerais - Municipio 10,Sudeste,48.1,12,pecuaria,191535.2,131126.58,174486.78,24372.75
PRD000380,49,SP,Sao Paulo - Municipio 39,Sudeste,28.5,27,soja,260737.12,182110.18,272102.49,90385.96
PRD000381,66,PI,Piaui - Municipio 6,Nordeste,54.0,33,milho,218570.42,123110.39,128493.37,99625.53
PRD000382,65,TO,Tocantins - Municipio 35,Norte,122.1,6,cana-de-acucar,213615.33,135823.24,227132.0,201215.43
PRD000383,73,MS,Mato Grosso do Sul - Municipio 19,Centro-Oeste,333.7,35,algodao,373151.7,272188.82,113705.34,65524.99
PRD000384,27,RS,Rio Grande do Sul - Municipio 9,Sul,223.7,17,cana-de-acucar,73152.58,44562.92,411860.19,168252.95
PRD000385,69,GO,Goias - Municipio 10,Centro-Oeste,115.7,9,pecuaria,240833.62,154117.74,307535.93,365249.46
PRD000386,74,SP,Sao Paulo - Municipio 10,Sudeste,42.8,16,cafe,181630.37,154695.5,105286.39,24356.72
PRD000387,51,MG,Minas Gerais - Municipio 26,Sudeste,94.4,29,cafe,275382.31,207146.73,22209.73,2568.64
PRD000388,40,MS,Mato Grosso do Sul - Municipio 29,Centro-Oeste,26.9,35,cafe,72360.92,49677.56,66582.8,39511.43
PRD000389,69,BA,Bahia - Municipio 16,Nordeste,15.1,18,pecuaria,151690.22,88647.29,188699.44,191801.43
PRD000390,24,PI,Piaui - Municipio 2,Nordeste,130.3,12,cana-de-acucar,158815.59,125452.38,63468.43,23157.73
PRD000391,58,GO,Goias - Municipio 12,Centro-Oeste,10.1,14,soja,264061.41,224387.32,30387.37,35701.26
PRD000392,42,RS,Rio Grande do Sul - Municipio 17,Sul,26.7,5,milho,1716592.31,1110179.03,47227.18,47810.47
PRD000393,34,GO,Goias - Municipio 40,Centro-Oeste,37.8,25,cafe,160524.14,141977.5,74806.41,49720.25
PRD000394,53,RS,Rio Grande do Sul - Municipio 10,Sul,70.2,35,pecuaria,300391.35,232853.87,151851.3,92227.28
PRD000395,71,MT,Mato Grosso - Municipio 5,Centro-Oeste,16.4,26,cana-de-acucar,239176.43,210228.64,130263.85,143949.56
PRD000396,27,PR,Parana - Municipio 24,Sul,140.9,35,cana-de-acucar,449062.7,354149.93,91957.09,114811.17
PRD000397,28,BA,Bahia - Municipio 23,Nordeste,16.5,19,cafe,246606.59,139028.39,109479.16,100704.72
PRD000398,56,GO,Goias - Municipio 20,Centro-Oeste,157.3,13,cafe,116325.75,93282.63,171055.37,22021.8
PRD000399,56,TO,Tocantins - Municipio 10,Norte,37.5,3,pecuaria,172139.05,134070.06,226301.7,257474.77
PRD000400,22,PI,Piaui - Municipio 12,Nordeste,35.0,10,pecuaria,196104.87,170123.45,165134.52,142178.02
PRD000401,49,MT,Mato Grosso - Municipio 22,Centro-Oeste,11.0,5,pecuaria,304688.34,220594.43,225661.23,238200.53
PRD000402,66,MG,Minas Gerais - Municipio 24,Sudeste,62.5,14,cana-de-acucar,433556.78,289367.2,72685.62,41353.97
PRD000403,66,RS,Rio Grande do Sul - Municipio 31,Sul,15.3,3,pecuaria,256390.78,155171.23,267906.76,108412.34
PRD000404,61,RS,Rio Grande do Sul - Municipio 6,Sul,15.5,34,pecuaria,183824.09,112333.45,255651.38,241973.63
PRD000405,52,MS,Mato Grosso do Sul - Municipio 32,Centro-Oeste,34.4,34,milho,202177.51,155527.57,71339.21,78810.36
PRD000406,69,RS,Rio Grande do Sul - Municipio 4,Sul,71.8,24,cana-de-acucar,125924.08,83991.75,754265.68,78554.4
PRD000407,71,RS,Rio Grande do Sul - Municipio 8,Sul,56.0,16,algodao,381851.85,253584.11,37070.74,16945.27
PRD000408,33,PR,Parana - Municipio 25,Sul,136.3,15,algodao,57853.26,32919.59,119098.44,96683.15
PRD000409,40,RS,Rio Grande do Sul - Municipio 39,Sul,50.4,23,milho,46422.14,26501.38,124418.99,59655.17
PRD000410,69,PI,Piaui - Municipio 16,Nordeste,240.9,15,milho,20000,15141.07,253117.75,243631.45
PRD000411,47,BA,Bahia - Municipio 31,Nordeste,47.9,10,pecuaria,179276.71,160801.48,254309.22,148039.01
PRD000412,23,GO,Goias - Municipio 31,Centro-Oeste,49.6,1,pecuaria,293875.47,184054.87,103220.36,134051.21
PRD000413,62,MS,Mato Grosso do Sul - Municipio 30,Centro-Oeste,20.8,2,pecuaria,577757.8,345798.66,187596.18,213754.54
PRD000414,65,MT,Mato Grosso - Municipio 6,Centro-Oeste,135.7,3,cana-de-acucar,73976.69,58761.11,191661.95,59210.71
PRD000415,67,BA,Bahia - Municipio 14,Nordeste,80.2,24,milho,130119.56,88214.54,48527.69,6490.94
PRD000416,42,BA,Bahia - Municipio 23,Nordeste,34.6,31,algodao,628273.82,537108.77,411623.94,412079.76
PRD000417,74,TO,Tocantins - Municipio 35,Norte,80.2,5,algodao,150403.84,109119.12,312903.82,223688.87
PRD000418,31,SP,Sao Paulo - Municipio 14,Sudeste,138.8,5,cana-de-acucar,88137.21,53991.46,79369.94,18647.38
PRD000419,63,MT,Mato Grosso - Municipio 21,Centro-Oeste,58.8,23,cafe,137905.49,76884.9,138766.25,107319.15
PRD000420,45,PI,Piaui - Municipio 19,Nordeste,94.2,29,soja,176923.09,152932.08,37788.98,12601.77
PRD000421,64,RS,Rio Grande do Sul - Municipio 10,Sul,36.0,11,milho,235567.83,173698.49,78529.52,73436.01
PRD000422,56,PR,Parana - Municipio 11,Sul,67.1,24,cana-de-acucar,83618.28,47005.28,90863.72,46898.73
PRD000423,50,MS,Mato Grosso do Sul - Municipio 22,Centro-Oeste,63.1,19,pecuaria,190210.03,167461.54,43737.35,51767.57
PRD000424,72,GO,Goias - Municipio 18,Centro-Oeste,15.8,20,milho,117881.16,78300.0,160238.45,113455.6
PRD000425,49,MT,Mato Grosso - Municipio 24,Centro-Oeste,183.7,32,cafe,114215.53,100531.45,320403.81,75273.24
PRD000426,30,BA,Bahia - Municipio 38,Nordeste,17.3,20,cana-de-acucar,331922.52,276154.72,408558.9,478232.91
PRD000427,70,GO,Goias - Municipio 9,Centro-Oeste,24.8,34,milho,86086.19,74898.75,102320.98,95957.51
PRD000428,38,RS,Rio Grande do Sul - Municipio 20,Sul,112.4,32,pecuaria,354058.7,264038.7,126558.14,6714.97
PRD000429,26,SP,Sao Paulo - Municipio 39,Sudeste,9.6,19,pecuaria,163441.32,129240.43,89519.49,35496.38
PRD000430,38,BA,Bahia - Municipio 11,Nordeste,72.8,17,cana-de-acucar,266560.33,211378.55,45660.35,35116.44
PRD000431,26,MT,Mato Grosso - Municipio 33,Centro-Oeste,19.8,9,milho,165905.73,112219.83,55582.38,47171.83
PRD000432,66,RS,Rio Grande do Sul - Municipio 24,Sul,151.2,11,soja,299996.1,251813.04,191607.36,173750.44
PRD000433,35,TO,Tocantins - Municipio 10,Norte,109.9,1,cana-de-acucar,108367.41,89141.16,28938.29,7344.15
PRD000434,29,PR,Parana - Municipio 9,Sul,73.1,34,soja,843865.66,671542.14,271771.84,324777.93
PRD000435,31,SP,Sao Paulo - Municipio 15,Sudeste,25.6,9,algodao,326444.61,218625.11,232158.66,260254.27
PRD000436,70,RS,Rio Grande do Sul - Municipio 7,Sul,33.5,8,soja,202239.21,119649.32,92686.65,81979.77
PRD000437,74,PI,Piaui - Municipio 38,Nordeste,25.8,6,soja,105223.95,70844.25,182247.73,24680.22
PRD000438,65,TO,Tocantins - Municipio 7,Norte,31.8,19,milho,40039.37,22082.32,118782.03,33426.12
PRD000439,42,BA,Bahia - Municipio 32,Nordeste,198.4,33,soja,137477.03,122988.94,251311.73,25322.35
PRD000440,73,MG,Minas Gerais - Municipio 31,Sudeste,23.7,20,pecuaria,817083.51,513991.04,66817.11,78072.01
PRD000441,69,BA,Bahia - Municipio 11,Nordeste,53.8,29,soja,216236.98,127953.1,83002.07,105575.61
PRD000442,63,BA,Bahia - Municipio 26,Nordeste,165.6,26,algodao,289188.72,231270.82,155537.05,161271.07
PRD000443,61,SP,Sao Paulo - Municipio 40,Sudeste,20.1,8,soja,109586.47,84373.9,80650.68,19430.43
PRD000444,56,GO,Goias - Municipio 35,Centro-Oeste,91.7,32,soja,308809.2,241406.23,130859.21,62749.55
PRD000445,32,MT,Mato Grosso - Municipio 32,Centro-Oeste,18.7,25,cafe,185061.36,113239.83,359211.81,415204.05
PRD000446,32,RS,Rio Grande do Sul - Municipio 33,Sul,34.0,8,soja,233819.77,173920.84,147557.13,111083.85
PRD000447,75,MG,Minas Gerais - Municipio 24,Sudeste,22.3,25,algodao,246956.52,220340.54,103413.53,11003.0
