payment_id,application_id,due_date,payment_date,amount,days_late,default_flag,loss_amount
PAY0000345,APP0000345,2028-11-16,2028-11-16,46037.24,0,0,0.0
PAY0000346,APP0000346,2023-12-18,2023-12-18,216211.21,0,0,0.0
PAY0000347,APP0000347,2026-06-24,2026-06-24,87660.97,0,0,0.0
PAY0000348,APP0000348,2026-02-10,2026-12-15,99593.96,308,1,62966.11
PAY0000349,APP0000349,2026-05-24,2026-05-24,33722.86,0,0,0.0
PAY0000350,APP0000350,2023-05-27,2024-06-13,26143.11,383,1,7316.64
PAY0000351,APP0000351,2024-10-09,2025-03-29,23261.54,171,1,14711.12
PAY0000352,APP0000352,2026-08-12,2026-11-10,91285.14,90,1,37458.38
PAY0000353,APP0000353,2025-11-25,2025-11-25,47613.92,0,0,0.0
PAY0000354,APP0000354,2028-04-10,2028-12-22,11844.65,256,1,8475.24
PAY0000355,APP0000355,2025-06-03,2025-06-03,36210.52,0,0,0.0
PAY0000356,APP0000356,2026-05-10,2026-08-19,32723.83,101,1,12659.39
PAY0000357,APP0000357,2029-01-16,2029-04-03,28777.01,77,1,23160.8
PAY0000358,APP0000358,2027-01-03,2027-11-04,59992.11,305,1,37054.11
PAY0000359,APP0000359,2026-12-10,2026-12-10,26629.01,0,0,0.0
PAY0000360,APP0000360,2024-06-07,2024-06-07,53132.9,0,0,0.0
PAY0000361,APP0000361,2025-12-10,2026-06-16,28638.39,188,1,10739.66
PAY0000362,APP0000362,2024-10-08,2024-10-08,99233.2,0,0,0.0
PAY0000363,APP0000363,2025-08-02,2025-08-02,10441.7,0,0,0.0
PAY0000364,APP0000364,2024-05-12,2024-07-17,17098.76,66,1,11070.55
PAY0000365,APP0000365,2027-08-13,2028-06-24,411862.84,316,1,100661.87
PAY0000366,APP0000366,2027-06-10,2028-06-25,13637.75,381,1,3282.42
PAY0000367,APP0000367,2024-03-01,2024-12-04,32585.21,278,1,23719.07
PAY0000368,APP0000368,2029-05-10,2029-11-06,36979.28,180,1,14107.25
PAY0000369,APP0000369,2026-10-03,2027-04-10,12250.4,189,1,4237.59
PAY0000370,APP0000370,2029-07-09,2029-07-09,25694.37,0,0,0.0
PAY0000371,APP0000371,2026-11-15,2027-08-18,8196.85,276,1,2853.48
PAY0000372,APP0000372,2023-07-29,2023-07-29,38409.54,0,0,0.0
PAY0000373,APP0000373,2025-02-02,2025-02-02,19113.59,0,0,0.0
PAY0000374,APP0000374,2026-09-30,2027-07-24,29320.44,297,1,8273.41
PAY0000375,APP0000375,2025-05-26,2025-05-26,299241.91,0,0,0.0
PAY0000376,APP0000376,2027-08-02,2028-04-25,12639.79,267,1,2646.17
PAY0000377,APP0000377,2027-09-09,2027-09-09,42525.29,0,0,0.0
PAY0000378,APP0000378,2027-05-06,2027-09-25,34897.81,142,1,21456.11
PAY0000379,APP0000379,2025-02-23,2026-02-01,38511.65,343,1,32386.24
PAY0000380,APP0000380,2028-02-27,2028-05-21,39081.44,84,1,19128.09
PAY0000381,APP0000381,2028-03-11,2028-03-11,14640.69,0,0,0.0
PAY0000382,APP0000382,2028-02-04,2028-03-12,56165.88,37,1,39300.47
PAY0000383,APP0000383,2027-09-21,2028-08-16,27301.29,330,1,6876.73
PAY0000384,APP0000384,2028-10-12,2029-03-16,49235.4,155,1,33001.48
PAY0000385,APP0000385,2023-09-19,2023-09-19,50390.45,0,0,0.0
PAY0000386,APP0000386,2025-01-25,2025-01-25,5120.45,0,0,0.0
PAY0000387,APP0000387,2025-02-15,2025-02-15,27516.45,0,0,0.0
PAY0000388,APP0000388,2028-02-22,2028-10-30,21155.05,251,1,5473.36
PAY0000389,APP0000389,2026-07-15,2026-12-15,113287.13,153,1,65718.89
PAY0000390,APP0000390,2025-09-05,2026-09-08,18773.74,368,1,5390.23
PAY0000391,APP0000391,2025-08-18,2025-08-18,35067.2,0,0,0.0
PAY0000392,APP0000392,2026-04-09,2026-04-09,20177.05,0,0,0.0
PAY0000393,APP0000393,2024-03-02,2024-03-02,152281.08,0,0,0.0
PAY0000394,APP0000394,2025-04-13,2025-05-18,29774.52,35,1,11065.35
PAY0000395,APP0000395,2027-09-08,2028-05-28,30009.12,263,1,8265.67
PAY0000396,APP0000396,2027-03-22,2027-03-22,47370.89,0,0,0.0
PAY0000397,APP0000397,2027-09-26,2028-01-23,23373.76,119,1,12357.16
PAY0000398,APP0000398,2027-10-05,2027-10-05,38310.59,0,0,0.0
PAY0000399,APP0000399,2028-08-19,2028-09-29,71506.23,41,1,44131.66
PAY0000400,APP0000400,2027-05-05,2027-05-05,25902.53,0,0,0.0
PAY0000401,APP0000401,2027-06-11,2027-06-11,50276.85,0,0,0.0
PAY0000402,APP0000402,2027-06-24,2027-06-24,92238.6,0,0,0.0
PAY0000403,APP0000403,2026-07-15,2026-07-15,20141.31,0,0,0.0
PAY0000404,APP0000404,2026-03-02,2026-03-02,24318.48,0,0,0.0
PAY0000405,APP0000405,2029-03-17,2029-09-02,63769.26,169,1,28141.4
PAY0000406,APP0000406,2026-11-15,2026-11-15,16418.6,0,0,0.0
PAY0000407,APP0000407,2027-07-13,2027-07-13,39886.55,0,0,0.0
PAY0000408,APP0000408,2023-12-25,2023-12-25,161174.8,0,0,0.0
PAY0000409,APP0000409,2024-03-03,2024-06-18,18330.24,107,1,10173.3
PAY0000410,APP0000410,2026-11-18,2027-07-07,45349.95,231,1,35401.11
PAY0000411,APP0000411,2025-10-20,2025-10-20,50353.03,0,0,0.0
PAY0000412,APP0000412,2024-05-24,2024-07-07,32140.92,44,1,23110.75
PAY0000413,APP0000413,2023-09-15,2024-07-18,43210.74,307,1,31476.78
PAY0000414,APP0000414,2028-02-21,2028-08-31,40570.37,192,1,31060.28
PAY0000415,APP0000415,2028-02-21,2028-02-21,31479.1,0,0,0.0
PAY0000416,APP0000416,2026-02-19,2026-02-19,84233.21,0,0,0.0
PAY0000417,APP0000417,2027-03-31,2027-03-31,5418.29,0,0,0.0
PAY0000418,APP0000418,2024-05-31,2024-05-31,25741.48,0,0,0.0
PAY0000419,APP0000419,2023-12-31,2023-12-31,30504.88,0,0,0.0
PAY0000420,APP0000420,2027-08-06,2028-01-22,25374.25,169,1,20710.77
PAY0000421,APP0000421,2028-02-13,2028-08-25,68465.9,194,1,56197.06
PAY0000422,APP0000422,2024-12-05,2024-12-05,90419.49,0,0,0.0
PAY0000423,APP0000423,2027-08-23,2027-08-23,52472.04,0,0,0.0
PAY0000424,APP0000424,2024-01-10,2024-01-10,36329.14,0,0,0.0
PAY0000425,APP0000425,2026-02-25,2026-10-15,5642.47,232,1,3358.14
PAY0000426,APP0000426,2027-08-30,2027-10-20,19609.38,51,1,10348.07
PAY0000427,APP0000427,2023-08-24,2024-01-04,30644.33,133,1,20938.11
PAY0000428,APP0000428,2027-10-27,2027-10-27,22315.04,0,0,0.0
PAY0000429,APP0000429,2027-11-08,2027-12-20,41144.16,42,1,23730.69
PAY0000430,APP0000430,2027-10-14,2027-10-14,79322.53,0,0,0.0
PAY0000431,APP0000431,2029-02-12,2029-02-12,146254.2,0,0,0.0
PAY0000432,APP0000432,2027-12-30,2027-12-30,66891.75,0,0,0.0
PAY0000433,APP0000433,2023-12-10,2023-12-10,30961.67,0,0,0.0
PAY0000434,APP0000434,2026-05-01,2026-05-01,18365.84,0,0,0.0
PAY0000435,APP0000435,2027-11-22,2028-10-11,78422.62,324,1,64765.66
PAY0000436,APP0000436,2024-03-23,2024-03-23,94488.59,0,0,0.0
PAY0000437,APP0000437,2027-04-06,2027-04-06,14031.31,0,0,0.0
PAY0000438,APP0000438,2027-05-02,2027-08-12,28712.38,102,1,18924.93
PAY0000439,APP0000439,2026-01-04,2026-01-04,20877.19,0,0,0.0
PAY0000440,APP0000440,2023-05-01,2024-05-18,102638.88,383,1,42194.34
PAY0000441,APP0000441,2026-02-06,2026-02-06,45852.43,0,0,0.0
PAY0000442,APP0000442,2023-07-30,2023-07-30,39963.24,0,0,0.0
PAY0000443,APP0000443,2029-05-14,2029-05-14,47496.11,0,0,0.0
PAY0000444,APP0000444,2023-03-01,2023-06-05,7999.09,96,1,4519.59
PAY0000445,APP0000445,2025-01-23,2025-01-23,43798.73,0,0,0.0
PAY0000446,APP0000446,2023-07-18,2023-07-18,36120.25,0,0,0.0
PAY0000447,APP0000447,2025-02-15,2025-09-30,26247.15,227,1,19328.17
PAY0000448,APP0000448,2023-02-16,2023-02-16,20534.39,0,0,0.0
PAY0000449,APP0000449,2024-10-18,2025-10-26,38445.81,373,1,31497.27
PAY0000450,APP0000450,2026-07-06,2026-07-06,181331.46,0,0,0.0
PAY0000451,APP0000451,2028-04-11,2029-04-16,86378.57,370,1,26239.08
PAY0000452,APP0000452,2022-10-31,2022-10-31,48974.9,0,0,0.0
PAY0000453,APP0000453,2025-10-17,2025-10-17,25537.9,0,0,0.0
PAY0000454,APP0000454,2024-08-04,2024-08-04,17640.78,0,0,0.0
PAY0000455,APP0000455,2024-06-29,2024-06-29,7651.7,0,0,0.0
PAY0000456,APP0000456,2029-04-03,2029-04-03,7573.18,0,0,0.0
PAY0000457,APP0000457,2026-05-10,2026-05-10,22648.65,0,0,0.0
PAY0000458,APP0000458,2029-01-06,2029-01-06,10549.04,0,0,0.0
PAY0000459,APP0000459,2024-12-07,2024-12-07,17066.13,0,0,0.0
PAY0000460,APP0000460,2025-08-15,2026-05-27,49076.15,285,1,14353.81
PAY0000461,APP0000461,2025-04-03,2025-09-22,13633.39,172,1,3014.1
PAY0000462,APP0000462,2022-07-27,2023-07-26,34923.33,364,1,19578.17
PAY0000463,APP0000463,2024-03-24,2024-03-24,55847.33,0,0,0.0
PAY0000464,APP0000464,2027-04-25,2027-04-25,16431.75,0,0,0.0
PAY0000465,APP0000465,2024-01-10,2024-02-21,43974.01,42,1,22301.7
PAY0000466,APP0000466,2024-11-26,2025-10-29,46450.87,337,1,32250.57
PAY0000467,APP0000467,2027-12-25,2028-12-05,23804.47,346,1,12032.88
PAY0000468,APP0000468,2025-09-07,2026-07-09,193352.86,305,1,63550.75
PAY0000469,APP0000469,2024-05-23,2024-05-23,118075.09,0,0,0.0
PAY0000470,APP0000470,2029-05-10,2029-09-17,7865.39,130,1,5654.91
PAY0000471,APP0000471,2023-09-29,2023-09-29,18945.48,0,0,0.0
PAY0000472,APP0000472,2028-05-25,2029-06-09,81311.46,380,1,52341.44
PAY0000473,APP0000473,2027-05-29,2027-08-13,43757.08,76,1,17905.62
PAY0000474,APP0000474,2027-09-09,2027-09-09,30251.39,0,0,0.0
PAY0000475,APP0000475,2025-07-09,2025-07-09,89413.41,0,0,0.0
PAY0000476,APP0000476,2026-06-18,2026-07-31,38847.01,43,1,8027.43
PAY0000477,APP0000477,2026-08-20,2026-11-10,21176.97,82,1,9305.07
PAY0000478,APP0000478,2027-01-27,2027-06-25,34500.77,149,1,21874.71
PAY0000479,APP0000479,2023-10-19,2023-10-19,27255.51,0,0,0.0
PAY0000480,APP0000480,2025-10-13,2025-10-13,22672.99,0,0,0.0
PAY0000481,APP0000481,2027-10-14,2027-10-14,91745.93,0,0,0.0
PAY0000482,APP0000482,2025-07-22,2025-07-22,83644.96,0,0,0.0
PAY0000483,APP0000483,2025-10-29,2026-02-19,15303.85,113,1,5319.68
PAY0000484,APP0000484,2023-08-02,2023-08-02,25848.66,0,0,0.0
PAY0000485,APP0000485,2022-09-13,2023-04-17,25624.0,216,1,11525.12
PAY0000486,APP0000486,2024-06-18,2024-12-28,71189.84,193,1,28439.07
PAY0000487,APP0000487,2025-04-02,2026-04-29,43675.16,392,1,21766.05
PAY0000488,APP0000488,2025-08-18,2025-08-18,8842.95,0,0,0.0
PAY0000489,APP0000489,2025-10-14,2025-10-14,70502.47,0,0,0.0
PAY0000490,APP0000490,2024-09-25,2024-09-25,29365.87,0,0,0.0
PAY0000491,APP0000491,2024-02-26,2024-02-26,28751.71,0,0,0.0
PAY0000492,APP0000492,2026-07-17,2027-05-08,36692.54,295,1,29245.41
PAY0000493,APP0000493,2026-10-18,2026-12-01,48970.49,44,1,31671.55
PAY0000494,APP0000494,2027-08-31,2027-08-31,42910.49,0,0,0.0
PAY0000495,APP0000495,2026-10-27,2026-10-27,84995.98,0,0,0.0
PAY0000496,APP0000496,2027-04-07,2027-04-07,28016.37,0,0,0.0
PAY0000497,APP0000497,2023-05-21,2023-05-21,33035.47,0,0,0.0
PAY0000498,APP0000498,2025-08-29,2025-12-27,18659.03,120,1,15177.26
PAY0000499,APP0000499,2023-04-27,2023-04-27,35333.18,0,0,0.0
PAY0000500,APP0000500,2027-05-17,2027-08-14,13037.93,89,1,5056.34
PAY0000501,APP0000501,2027-09-06,2028-07-29,43059.78,327,1,8832.05
PAY0000502,APP0000502,2025-10-09,2025-10-09,65908.95,0,0,0.0
PAY0000503,APP0000503,2024-07-04,2024-07-04,17695.08,0,0,0.0
PAY0000504,APP0000504,2026-01-31,2026-06-17,25930.76,137,1,8300.11
PAY0000505,APP0000505,2028-02-29,2028-06-20,33667.68,112,1,19058.63
PAY0000506,APP0000506,2028-05-11,2029-04-22,15187.08,346,1,10229.15
PAY0000507,APP0000507,2029-07-17,2030-04-26,97686.62,283,1,30978.24
PAY0000508,APP0000508,2023-05-23,2023-05-23,28664.57,0,0,0.0
PAY0000509,APP0000509,2028-08-17,2029-06-27,30806.56,314,1,19067.38
PAY0000510,APP0000510,2026-12-14,2027-06-17,10039.17,185,1,7333.03
PAY0000511,APP0000511,2028-03-02,2029-03-08,35938.68,371,1,23887.16
PAY0000512,APP0000512,2023-07-26,2023-07-26,63987.53,0,0,0.0
PAY0000513,APP0000513,2027-05-05,2028-03-30,68672.27,330,1,23785.39
PAY0000514,APP0000514,2023-11-13,2024-01-03,28071.98,51,1,8423.75
PAY0000515,APP0000515,2026-02-24,2026-02-24,68795.82,0,0,0.0
PAY0000516,APP0000516,2024-01-31,2024-01-31,15770.63,0,0,0.0
PAY0000517,APP0000517,2026-11-19,2026-11-19,102100.07,0,0,0.0
PAY0000518,APP0000518,2028-04-11,2028-07-13,32818.35,93,1,9258.44
PAY0000519,APP0000519,2027-05-30,2027-05-30,23540.0,0,0,0.0
PAY0000520,APP0000520,2027-05-26,2027-05-26,54071.54,0,0,0.0
PAY0000521,APP0000521,2023-11-26,2024-10-26,34979.11,335,1,24613.68
PAY0000522,APP0000522,2025-06-23,2025-10-24,56725.8,123,1,25928.8
PAY0000523,APP0000523,2026-12-05,2027-09-04,17725.1,273,1,7214.58
PAY0000524,APP0000524,2024-05-25,2024-05-25,7614.17,0,0,0.0
PAY0000525,APP0000525,2029-06-29,2029-11-04,40778.37,128,1,12561.37
PAY0000526,APP0000526,2024-01-27,2024-01-27,78095.38,0,0,0.0
PAY0000527,APP0000527,2025-10-03,2025-10-03,47762.41,0,0,0.0
PAY0000528,APP0000528,2024-12-10,2025-09-23,6152.0,287,1,3410.77
PAY0000529,APP0000529,2027-06-14,2027-07-18,117765.29,34,1,46709.51
PAY0000530,APP0000530,2026-09-25,2027-01-21,10503.18,118,1,6121.18
PAY0000531,APP0000531,2028-02-02,2028-10-11,32656.89,252,1,12367.46
PAY0000532,APP0000532,2026-05-24,2026-05-24,22923.61,0,0,0.0
PAY0000533,APP0000533,2028-04-25,2028-12-15,23449.01,234,1,12040.26
PAY0000534,APP0000534,2025-07-06,2025-07-06,25811.84,0,0,0.0
PAY0000535,APP0000535,2026-08-05,2026-11-30,20472.14,117,1,14166.85
PAY0000536,APP0000536,2027-06-19,2027-06-19,16911.11,0,0,0.0
PAY0000537,APP0000537,2028-04-02,2029-03-09,22461.47,341,1,14743.88
PAY0000538,APP0000538,2026-04-25,2026-06-21,15370.04,57,1,12693.62
PAY0000539,APP0000539,2024-11-27,2025-10-18,134082.12,325,1,45955.83
PAY0000540,APP0000540,2025-01-24,2025-01-24,79425.59,0,0,0.0
PAY0000541,APP0000541,2025-10-24,2026-05-07,57578.74,195,1,26485.26
PAY0000542,APP0000542,2025-07-31,2025-12-25,29985.58,147,1,15021.84
PAY0000543,APP0000543,2025-02-03,2025-02-03,25723.26,0,0,0.0
PAY0000544,APP0000544,2029-10-27,2029-10-27,8258.6,0,0,0.0
PAY0000545,APP0000545,2024-04-01,2024-04-01,29429.43,0,0,0.0
PAY0000546,APP0000546,2027-08-31,2027-08-31,113171.08,0,0,0.0
PAY0000547,APP0000547,2029-10-09,2030-06-16,127847.33,250,1,92785.69
PAY0000548,APP0000548,2027-08-12,2028-07-25,25382.41,348,1,15231.28
PAY0000549,APP0000549,2023-07-21,2024-01-04,8222.92,167,1,5768.15
PAY0000550,APP0000550,2027-10-16,2028-09-04,36074.45,324,1,13206.62
PAY0000551,APP0000551,2025-11-19,2025-11-19,27611.93,0,0,0.0
PAY0000552,APP0000552,2027-02-09,2027-02-09,41333.62,0,0,0.0
PAY0000553,APP0000553,2023-11-01,2023-11-01,36380.22,0,0,0.0
PAY0000554,APP0000554,2029-01-11,2029-10-13,23205.87,275,1,12690.36
PAY0000555,APP0000555,2025-06-10,2025-06-10,46555.57,0,0,0.0
PAY0000556,APP0000556,2026-01-13,2026-01-13,39190.4,0,0,0.0
PAY0000557,APP0000557,2023-12-10,2023-12-10,40362.09,0,0,0.0
PAY0000558,APP0000558,2026-04-21,2026-04-21,6340.08,0,0,0.0
PAY0000559,APP0000559,2027-01-27,2027-01-27,38619.66,0,0,0.0
PAY0000560,APP0000560,2022-07-22,2022-07-22,62916.16,0,0,0.0
PAY0000561,APP0000561,2025-08-07,2025-08-07,101389.73,0,0,0.0
PAY0000562,APP0000562,2024-06-25,2024-06-25,146668.9,0,0,0.0
PAY0000563,APP0000563,2022-08-14,2022-08-14,82745.01,0,0,0.0
PAY0000564,APP0000564,2027-04-05,2027-04-05,100170.05,0,0,0.0
PAY0000565,APP0000565,2025-11-01,2025-11-01,51772.18,0,0,0.0
PAY0000566,APP0000566,2025-08-17,2025-08-17,81425.44,0,0,0.0
PAY0000567,APP0000567,2024-09-25,2024-12-25,112633.4,91,1,73369.97
PAY0000568,APP0000568,2022-10-28,2022-10-28,25480.53,0,0,0.0
PAY0000569,APP0000569,2024-10-10,2025-07-10,30200.8,273,1,9802.5
PAY0000570,APP0000570,2028-04-09,2028-04-09,35254.98,0,0,0.0
PAY0000571,APP0000571,2026-01-29,2026-01-29,125833.53,0,0,0.0
PAY0000572,APP0000572,2024-02-22,2024-02-22,75510.68,0,0,0.0
PAY0000573,APP0000573,2028-10-23,2029-09-25,14483.54,337,1,4587.82
PAY0000574,APP0000574,2026-06-12,2026-11-29,22561.77,170,1,7914.67
PAY0000575,APP0000575,2025-11-10,2025-11-10,57579.19,0,0,0.0
PAY0000576,APP0000576,2029-01-08,2029-01-08,39769.72,0,0,0.0
PAY0000577,APP0000577,2028-09-04,2028-09-04,23602.46,0,0,0.0
PAY0000578,APP0000578,2025-07-14,2025-07-14,11989.35,0,0,0.0
PAY0000579,APP0000579,2024-05-02,2024-05-02,55588.95,0,0,0.0
PAY0000580,APP0000580,2027-06-17,2027-06-17,69881.29,0,0,0.0
PAY0000581,APP0000581,2025-11-07,2025-11-07,27308.5,0,0,0.0
PAY0000582,APP0000582,2027-03-01,2028-01-15,20287.11,320,1,6481.79
PAY0000583,APP0000583,2026-02-13,2026-02-13,34109.79,0,0,0.0
PAY0000584,APP0000584,2026-07-11,2027-05-23,132841.65,316,1,29425.87
PAY0000585,APP0000585,2027-09-13,2028-03-05,30803.2,174,1,11553.06
PAY0000586,APP0000586,2024-10-24,2024-11-27,71145.25,34,1,17985.16
PAY0000587,APP0000587,2027-02-10,2027-02-10,216299.06,0,0,0.0
PAY0000588,APP0000588,2026-04-09,2026-12-03,115598.26,238,1,84952.79
PAY0000589,APP0000589,2025-05-16,2025-05-16,55843.6,0,0,0.0
PAY0000590,APP0000590,2023-09-25,2023-09-25,24200.22,0,0,0.0
PAY0000591,APP0000591,2027-05-28,2028-01-18,39351.97,235,1,29025.81
PAY0000592,APP0000592,2026-06-26,2026-06-26,39060.57,0,0,0.0
PAY0000593,APP0000593,2025-04-16,2025-04-16,20035.38,0,0,0.0
PAY0000594,APP0000594,2026-05-17,2026-05-17,26761.19,0,0,0.0
PAY0000595,APP0000595,2023-09-29,2023-09-29,14673.83,0,0,0.0
PAY0000596,APP0000596,2026-02-15,2026-02-15,32115.45,0,0,0.0
PAY0000597,APP0000597,2027-01-27,2027-01-27,52529.58,0,0,0.0
PAY0000598,APP0000598,2025-03-07,2025-03-07,20940.25,0,0,0.0
PAY0000599,APP0000599,2026-07-02,2026-07-02,46279.64,0,0,0.0
PAY0000600,APP0000600,2027-11-22,2027-11-22,18145.82,0,0,0.0
PAY0000601,APP0000601,2026-03-25,2026-03-25,15570.16,0,0,0.0
PAY0000602,APP0000602,2027-06-06,2027-06-06,16825.85,0,0,0.0
PAY0000603,APP0000603,2026-08-23,2026-08-23,18800.37,0,0,0.0
PAY0000604,APP0000604,2024-09-18,2024-09-18,31791.44,0,0,0.0
PAY0000605,APP0000605,2023-01-19,2023-09-25,45092.94,249,1,21566.58
PAY0000606,APP0000606,2027-06-23,2027-06-23,44902.42,0,0,0.0
PAY0000607,APP0000607,2028-08-06,2029-01-09,105087.32,156,1,63910.53
PAY0000608,APP0000608,2027-06-22,2027-06-22,47508.65,0,0,0.0
PAY0000609,APP0000609,2024-09-21,2024-09-21,35795.21,0,0,0.0
PAY0000610,APP0000610,2028-09-27,2029-04-25,31809.72,210,1,7646.15
PAY0000611,APP0000611,2025-05-03,2026-04-01,9525.56,333,1,3132.76
PAY0000612,APP0000612,2025-09-13,2026-03-03,16668.14,171,1,12506.25
PAY0000613,APP0000613,2027-01-21,2027-01-21,71591.28,0,0,0.0
PAY0000614,APP0000614,2027-05-08,2027-05-08,18807.42,0,0,0.0
PAY0000615,APP0000615,2027-04-11,2027-06-26,12071.51,76,1,6206.67
PAY0000616,APP0000616,2027-03-02,2027-04-20,13476.76,49,1,7995.25
PAY0000617,APP0000617,2022-11-27,2023-06-10,41107.9,195,1,32141.38
PAY0000618,APP0000618,2025-06-07,2025-06-07,7511.88,0,0,0.0
PAY0000619,APP0000619,2022-10-04,2023-11-06,111940.78,398,1,45052.08
PAY0000620,APP0000620,2024-03-29,2024-03-29,17573.09,0,0,0.0
PAY0000621,APP0000621,2023-12-26,2024-05-27,10427.58,153,1,5567.62
PAY0000622,APP0000622,2026-10-28,2026-10-28,30797.34,0,0,0.0
PAY0000623,APP0000623,2027-02-06,2027-05-15,21363.8,98,1,7051.27
PAY0000624,APP0000624,2024-07-17,2024-07-17,47611.69,0,0,0.0
PAY0000625,APP0000625,2026-10-07,2026-10-07,69498.26,0,0,0.0
PAY0000626,APP0000626,2025-03-10,2025-03-10,51780.11,0,0,0.0
PAY0000627,APP0000627,2027-11-03,2028-09-12,23870.71,314,1,10026.35
PAY0000628,APP0000628,2024-11-28,2024-11-28,16814.95,0,0,0.0
PAY0000629,APP0000629,2025-07-15,2025-07-15,126856.16,0,0,0.0
PAY0000630,APP0000630,2027-04-13,2027-04-13,12328.32,0,0,0.0
PAY0000631,APP0000631,2026-01-31,2026-01-31,58931.75,0,0,0.0
PAY0000632,APP0000632,2029-11-14,2030-02-23,30670.0,101,1,21066.49
PAY0000633,APP0000633,2023-05-26,2023-05-26,58167.88,0,0,0.0
PAY0000634,APP0000634,2023-09-15,2024-05-05,115369.17,233,1,52755.59
PAY0000635,APP0000635,2025-06-02,2025-11-16,74482.63,167,1,55439.12
PAY0000636,APP0000636,2025-01-07,2025-01-07,119835.16,0,0,0.0
PAY0000637,APP0000637,2024-04-13,2024-04-13,30033.6,0,0,0.0
PAY0000638,APP0000638,2026-03-05,2026-03-05,32505.5,0,0,0.0
PAY0000639,APP0000639,2024-03-16,2024-03-16,32525.94,0,0,0.0
PAY0000640,APP0000640,2028-08-31,2029-09-21,9926.25,386,1,3826.11
PAY0000641,APP0000641,2023-10-04,2023-10-04,37109.22,0,0,0.0
PAY0000642,APP0000642,2025-06-06,2025-06-06,52940.84,0,0,0.0
PAY0000643,APP0000643,2025-10-03,2026-10-27,20622.27,389,1,9585.45
PAY0000644,APP0000644,2025-04-15,2025-04-15,107922.15,0,0,0.0
PAY0000645,APP0000645,2025-08-19,2025-10-21,29882.89,63,1,13085.18
PAY0000646,APP0000646,2023-02-20,2023-05-10,47398.03,79,1,19216.19
PAY0000647,APP0000647,2022-10-18,2023-03-23,24950.99,156,1,14570.75
PAY0000648,APP0000648,2025-09-11,2026-09-25,32606.91,379,1,23723.9
PAY0000649,APP0000649,2028-03-25,2029-04-27,7224.73,398,1,3345.05
PAY0000650,APP0000650,2023-09-12,2024-02-25,31015.09,166,1,18847.28
PAY0000651,APP0000651,2025-08-18,2026-09-08,32171.93,386,1,16435.82
PAY0000652,APP0000652,2026-02-19,2026-02-19,57167.66,0,0,0.0
PAY0000653,APP0000653,2023-02-17,2023-02-17,46640.4,0,0,0.0
PAY0000654,APP0000654,2026-02-24,2026-02-24,57129.39,0,0,0.0
PAY0000655,APP0000655,2025-10-11,2025-10-11,23703.04,0,0,0.0
PAY0000656,APP0000656,2024-06-07,2025-06-06,15181.14,364,1,4424.53
PAY0000657,APP0000657,2024-04-28,2025-02-06,6078.18,284,1,3822.55
PAY0000658,APP0000658,2028-05-07,2028-07-20,42057.84,74,1,17385.29
PAY0000659,APP0000659,2026-05-13,2026-09-24,5000,134,1,2791.12
PAY0000660,APP0000660,2024-03-23,2024-03-23,28358.28,0,0,0.0
PAY0000661,APP0000661,2026-02-06,2026-02-06,101619.07,0,0,0.0
PAY0000662,APP0000662,2023-02-22,2023-09-12,103605.96,202,1,62094.75
PAY0000663,APP0000663,2023-12-09,2023-12-09,83632.43,0,0,0.0
PAY0000664,APP0000664,2027-06-04,2028-03-03,103726.02,273,1,73435.51
PAY0000665,APP0000665,2026-01-11,2026-05-03,36872.14,112,1,7705.01
PAY0000666,APP0000666,2026-05-01,2026-05-01,51556.15,0,0,0.0
PAY0000667,APP0000667,2026-04-13,2026-04-13,56276.24,0,0,0.0
PAY0000668,APP0000668,2025-07-17,2025-07-17,37791.92,0,0,0.0
PAY0000669,APP0000669,2029-09-05,2030-08-07,36631.0,336,1,24045.69
PAY0000670,APP0000670,2023-10-15,2023-10-15,32493.83,0,0,0.0
PAY0000671,APP0000671,2025-07-11,2025-07-11,19908.65,0,0,0.0
PAY0000672,APP0000672,2025-04-29,2025-04-29,52236.39,0,0,0.0
PAY0000673,APP0000673,2025-06-08,2025-06-08,66023.32,0,0,0.0
PAY0000674,APP0000674,2025-10-11,2025-10-11,7460.57,0,0,0.0
PAY0000675,APP0000675,2023-05-07,2023-05-07,54038.57,0,0,0.0
PAY0000676,APP0000676,2023-10-21,2024-03-02,21694.91,133,1,14180.66
PAY0000677,APP0000677,2027-03-14,2027-03-14,50324.21,0,0,0.0
PAY0000678,APP0000678,2027-02-25,2027-02-25,38835.22,0,0,0.0
PAY0000679,APP0000679,2022-07-07,2022-07-07,33027.65,0,0,0.0
PAY0000680,APP0000680,2022-12-18,2024-01-03,30236.49,381,1,16003.23
PAY0000681,APP0000681,2026-07-07,2026-07-07,18119.02,0,0,0.0
PAY0000682,APP0000682,2026-03-31,2026-03-31,15531.38,0,0,0.0
PAY0000683,APP0000683,2027-11-18,2028-07-18,71180.83,243,1,31938.8
PAY0000684,APP0000684,2025-04-20,2025-04-20,18869.76,0,0,0.0
PAY0000685,APP0000685,2025-08-19,2026-02-28,64391.2,193,1,47223.12
PAY0000686,APP0000686,2028-11-01,2028-11-01,19871.89,0,0,0.0
PAY0000687,APP0000687,2023-08-26,2023-08-26,26177.36,0,0,0.0
PAY0000688,APP0000688,2029-07-29,2030-06-09,52323.15,315,1,19604.02
PAY0000689,APP0000689,2024-07-11,2025-02-20,29486.35,224,1,20306.21
